mx_host,domain_count,primary_asn
mail.burnerinbox.net,1,"AS24940 (HETZNER-AS, DE)"
mail.buyteen.com,1,"AS22612 (NAMECHEAP-NET - Namecheap, Inc., US)"
domain-hk-1.cuiqiu.net,1,"AS132203 (TENCENT-NET-AP-CN Tencent Building, Kejizhongyi Avenue, CN)"
mail.bus-motors.com,1,"AS29182 (RU-JSCIOT, RU)"
mail.bvxmail.com,1,"AS16509 (AMAZON-02 - Amazon.com, Inc., US)"
mx.poczta.onet.pl,1,"AS12990 (ONET-PL-AS1 Onet.pl portal network, PL)"
mail.bwmyga.com,1,"AS24940 (HETZNER-AS, DE)"
mail.bypass.city,1,"AS30823 (AUROLOGIC aurologic GmbH, DE)"
buyvaltrexonline.store,1,"AS38623 (VIETTELCAMBODIA-AS-AP ISPIXP IN CAMBODIA WITH THE BEST VERVICE IN THERE., KH)"
mail.byagu.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.bytedump.online,1,"AS24940 (HETZNER-AS, DE)"
mail.byon.in,1,"AS55688 (BEON-AS-ID PT. Beon Intermedia, ID)"
c.lovepettoys.shop,1,"AS47583 (AS-HOSTINGER, CY)"
bytesundbeats.de,1,"AS34788 (NMM-AS D - 02742 Friedersdorf Hauptstrasse 68, DE)"
c-eric.fr.nf,1,"AS16276 (OVH, FR)"
mail.c7fk799.com,1,"AS47583 (AS-HOSTINGER, CY)"
mail.bystrovozvodimye-zdanija-moskva.ru,1,"AS44094 (WEBHOST1-AS, RU)"
cust28976-1.in.mailcontrol.com,1,"AS44444 (FORCEPOINT-CLOUD-AS, GB)"
post.cablegateast.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
caca69.com,1,"AS396356 (LATITUDE-SH - Latitude.sh, US)"
mx.c63u.com,1,"AS31034 (ARUBA-ASN, IT)"
mxb-00143702.gslb.pphosted.com,1,"AS22843 (PROOFPOINT-ASN-US-EAST - Proofpoint, Inc., US)"
mail.c2.hu,1,"AS51920 (VIVACOM, HU)"
mail.caftee.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
cabiste.fr.nf,1,"AS16276 (OVH, FR)"
mail.cafesui.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.caesalfml.ru,1,"AS12586 (ASGHOSTNET, DE)"
applegift-xyz.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.cajacket.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.caldrexa.cfd,1,"AS203446 (AS203446, GB)"
mail.caciocaruby.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.caesalpiml.ru,1,"AS12586 (ASGHOSTNET, DE)"
fortimail.cafe24.com,1,"AS4766 (KIXS-AS-KR Korea Telecom, KR)"
mail.appeasablomail.com,1,"AS12586 (ASGHOSTNET, DE)"
caliburn-us.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
appetizijmail.ru,1,"AS213702 (QWINS-LTD QWINS AS-SET: ~ # AS213702:AS-CUSTOMERS, GB)"
d261192a.ess.barracudanetworks.com,1,"AS16509 (AMAZON-02 - Amazon.com, Inc., US)"
box.netevasion.com,1,"AS12876 (Online SAS, FR)"
mail.appendicectmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
appmail.uk,1,"AS7506 (INTERQ GMO Internet Group, Inc., JP)"
mail.c-cenfirman.com,1,"AS16276 (OVH, FR)"
mail.calcinfml.com,1,"AS12586 (ASGHOSTNET, DE)"
apple.edu.pl,1,"AS20068 (HAWKHOST - Hawk Host Inc., CA)"
mail.calelectmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.calciovolbomails.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.c-dominicfrance.com,1,"AS16276 (OVH, FR)"
calendro.fr.nf,1,"AS16276 (OVH, FR)"
mail.appsmail.me,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.appreciativmfri.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.appreciati.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.appositmail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.approxitomail.com,1,"AS12586 (ASGHOSTNET, DE)"
mx1.hc56-19.eu.iphmx.com,1,"AS30238 (AS-IRONP-VEGA - Cisco Systems Ironport Division, US)"
mail.appremails.ru,1,"AS12586 (ASGHOSTNET, DE)"
calima.asso.st,1,"AS16276 (OVH, FR)"
aprice-co.mail.protection.outlook.com,1,
mx6.apranakikitoto.pw,1,
mail.caligimails.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.approxima.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.camaloon.net,1,"AS24940 (HETZNER-AS, DE)"
mail.aprte.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
aprinta-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.caleanmail.ru,1,"AS197695 (AS-REG, RU)"
apsit.in.tmes.trendmicro.eu,1,"AS16509 (AMAZON-02 - Amazon.com, Inc., US)"
mail.calumnifml.com,1,"AS12586 (ASGHOSTNET, DE)"
cam4you.cc,1,"AS51191 (XIRRA, DE)"
mx1c1.camcast.net,1,"AS63949 (AKAMAI-LINODE-AP Akamai Connected Cloud, SG)"
mail.camisetascomohongos.com,1,"AS49635 (CLOUDING, ES)"
mail.caltiger.net.in,1,"AS16509 (AMAZON-02 - Amazon.com, Inc., US)"
mxa-0005a803.gslb.pphosted.com,1,"AS22843 (PROOFPOINT-ASN-US-EAST - Proofpoint, Inc., US)"
mail.apsis-audit.com,1,"AS16276 (OVH, FR)"
callmemaximillian.kylos.pl,1,"AS203417 (LH, PL)"
campbellnet-ca.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.apvsbrasil.com.br,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mx-inx.campatar.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
camgirls.de,1,"AS51191 (XIRRA, DE)"
helium.btintermet.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail01.buchananinbox.com,1,"AS36351 (SOFTLAYER - IBM Cloud, US)"
mail.apps.dj,1,"AS36351 (SOFTLAYER - IBM Cloud, US)"
c21service.com,1,"AS36351 (SOFTLAYER - IBM Cloud, US)"
mail.buckscasino.info,1,"AS209605 (HOSTBALTIC, LT)"
mail.calculator.city,1,"AS31898 (ORACLE-BMC-31898 - Oracle Corporation, US)"
mx.building-bridges.com.cust.a.hostedemail.com,1,
mail.campus.agp.edu.pl,1,"AS16276 (OVH, FR)"
mx1.hostinger.co.uk,1,"AS13335 (CLOUDFLARENET - Cloudflare, Inc., US)"
mail.buy.tj,1,"AS9123 (TIMEWEB-AS, RU)"
mail.bune.pw,1,"AS24940 (HETZNER-AS, DE)"
buhori.cloud,1,"AS63949 (AKAMAI-LINODE-AP Akamai Connected Cloud, SG)"
tarpit.bumpymail.com,1,
loopback.internic.ca,1,
mail.bulksmsmobilemarketing.com,1,"AS18501 (JOESD-18501 - CyberCloud Professionals LLC, US)"
mail.arachmail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.canadianpharmacylist.com,1,"AS209605 (HOSTBALTIC, LT)"
mail.aranefml.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.arcadein.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.canadiamail.ru,1,"AS12586 (ASGHOSTNET, DE)"
cameraobscuratavira.com,1,"AS33876 (FLESK-AS, PT)"
mx1.canadianpharmacyseo.us,1,"AS200107 (KL-EXT, CH)"
mail.arbumasa.com,1,"AS10834 (Telefonica de Argentina, AR)"
mail.candcluton.com,1,"AS7979 (SERVERS-COM - Servers.com, Inc., US)"
mail.ararebml.ru,1,"AS12586 (ASGHOSTNET, DE)"
_dc-mx.b5483bb4bd27.candymail.app,1,"AS18450 (WEBNX - WebNX, Inc., US)"
mail.canalemail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.arborimale.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.archaeoloruby.ru,1,"AS12586 (ASGHOSTNET, DE)"
arcsig.com,1,"AS12876 (Online SAS, FR)"
mail.archeologmails.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.archaeolli.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.archaeolfml.ru,1,"AS12586 (ASGHOSTNET, DE)"
webmail.aretacollege.com,1,"AS135450 (IDNIC-BSTI-AS-ID PT Berkah Solusi Teknologi Informasi, ID)"
mx-asp.arcleti.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.archiepiscopaml.com,1,"AS12586 (ASGHOSTNET, DE)"
mx.caotuanhung.shop,1,"AS20473 (AS-VULTR - The Constant Company, LLC, US)"
mail.cannasemail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.arbitrazhnyee-yuristy.ru,1,"AS50340 (SELECTEL-MSK, RU)"
mail.architersmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mx.canvasaffiliate.com,1,"AS9009 (M247, RO)"
mail.candymail.de,1,"AS24940 (HETZNER-AS, DE)"
mail.canonicakl.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.areometruby.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.argumentativethesis.com,1,"AS209605 (HOSTBALTIC, LT)"
mail.argentfmail.com,1,"AS12586 (ASGHOSTNET, DE)"
arimaclanka-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
arifmahmud-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.areorsmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.arcompus.net,1,"AS59580 (BATTERFLYAIMEDIA-AS, RU)"
mail.capitalimail.com,1,"AS40021 (CONTABO-40021 - Contabo Inc., US)"
mail.arends.com.au,1,"AS133159 (MAMMOTHMEDIA-AS-AP Mammoth Media Pty Ltd, AU)"
mail.capabiml.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.arimidex.website,1,"AS46606 (UNIFIEDLAYER-AS-1 - Unified Layer, US)"
arisecreation-com.mail.protection.outlook.com,1,
_dc-mx.be8e21ca4e2e.capitanlulu.site,1,"AS216071 (VDSINA, AE)"
capld-org.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.arhshtab.ru,1,"AS210079 (EUROBYTE, RU)"
mail.argumenils.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.aridasarip.ru,1,"AS200487 (OOOVPS-AS, RU)"
mail.capitalistiaemail.com,1,"AS12586 (ASGHOSTNET, DE)"
area-thinking.de,1,"AS1299 (TWELVE99 Arelion, fka Telia Carrier, SE)"
mail.arkansasland.us,1,"AS63410 (PRIVATESYSTEMS - PrivateSystems Networks, US)"
arisenet-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
capitalandco-net.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
trymonocle-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
_dc-mx.661690fac81c.capybaras.site,1,"AS216071 (VDSINA, AE)"
mail.arithmmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mx1.safeserverhost.com,1,"AS32748 (STEADFAST - Steadfast, US)"
caramailmx.d3vs.net,1,"AS16276 (OVH, FR)"
mx-vip-02.kinghost.net,1,"AS28299 (LWSA SA, BR)"
mail.caraff.com,1,"AS20857 (TRANSIP-AS Amsterdam, the Netherlands, NL)"
mail.caprifrsmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.capsulomail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.arktico.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.aristemail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.carabifmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.arlingtonwire.com,1,"AS40021 (CONTABO-40021 - Contabo Inc., US)"
armadimail.com,1,"AS213702 (QWINS-LTD QWINS AS-SET: ~ # AS213702:AS-CUSTOMERS, GB)"
mail.caravemail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.caramelizmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.carbohemo.ru,1,"AS12586 (ASGHOSTNET, DE)"
armada4d.net,1,"AS22612 (NAMECHEAP-NET - Namecheap, Inc., US)"
mail.caramelisalo.ru,1,"AS12586 (ASGHOSTNET, DE)"
ariesqq.com,1,"AS212238 (CDNEXT, GB)"
mail.carcinmail.com,1,"AS12586 (ASGHOSTNET, DE)"
mx1.hostinger.pl,1,"AS13335 (CLOUDFLARENET - Cloudflare, Inc., US)"
mail.carbonysemail.com,1,"AS12586 (ASGHOSTNET, DE)"
mx.mail.hosting-russia.ru,1,"AS202984 (TEAM-HOST AS, RU)"
mail.carcinosmails.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.cardioce.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.cardiorsmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.ars-invest.ru,1,"AS9032 (LIDER-RF-DC Moscow, Russia, RU)"
mail.care.gettravellersrest.click,1,"AS51167 (CONTABO, DE)"
mail.cardemail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.carcinosamails.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.arsenothfmail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.cardmails.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.careline.click,1,"AS51167 (CONTABO, DE)"
mail.armind.com,1,"AS60781 (LEASEWEB-NL-AMS-01 Netherlands, NL)"
mail.cardiemail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mxs.oml.ru,1,"AS60357 (MEGAGROUP-AS, RU)"
carinamiranda.org,1,"AS32613 (IWEB-AS - Leaseweb Canada Inc., CA)"
mail.arterimail.com,1,"AS12586 (ASGHOSTNET, DE)"
carioca.biz.st,1,"AS16276 (OVH, FR)"
mail.arterimail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.arteriomail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.arsenmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.carolinensiellive.click,1,"AS51167 (CONTABO, DE)"
mail.carolinensielkarte.click,1,"AS51167 (CONTABO, DE)"
mail.carolinensielrestaurants.click,1,"AS51167 (CONTABO, DE)"
mail.arteriormail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.carolinensielwebcam.click,1,"AS51167 (CONTABO, DE)"
mx.artificialbelligerence.com,1,"AS29873 (BIZLAND-SD - Newfold Digital, Inc., US)"
mx01.servology.co.uk,1,"AS47227 (SERVOLOGY Charles Briscoe-Smith trading as Servology, GB)"
mail.artisanbooth.com,1,"AS398101 (GO-DADDY-COM-LLC - GoDaddy.com, LLC, US)"
mail.card.zp.ua,1,"AS15738 (UAEXPRESS Ukraine, UA)"
a365677.mx.mailhop.org,1,"AS16509 (AMAZON-02 - Amazon.com, Inc., US)"
carnesa.biz.st,1,"AS16276 (OVH, FR)"
mail.artisemail.com,1,"AS12586 (ASGHOSTNET, DE)"
_dc-mx.eac220afbfed.artificialintelligence.productions,1,"AS22612 (NAMECHEAP-NET - Namecheap, Inc., US)"
mail.arttouchs.com,1,"AS19871 (NETWORK-SOLUTIONS-HOSTING - Network Solutions, LLC, US)"
a468836.mx.mailhop.org,1,"AS16509 (AMAZON-02 - Amazon.com, Inc., US)"
carrosusadoscostarica.com,1,"AS22612 (NAMECHEAP-NET - Namecheap, Inc., US)"
mail.artificismail.com,1,"AS12586 (ASGHOSTNET, DE)"
carver-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.carpometacmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.caryophylmale.com,1,"AS12586 (ASGHOSTNET, DE)"
ocn-fc-r-01.ocn.ad.jp,1,"AS4713 (OCN NTT DOCOMO BUSINESS,Inc., JP)"
mail.carwow.click,1,"AS51167 (CONTABO, DE)"
mail.caryopsemail.com,1,"AS12586 (ASGHOSTNET, DE)"
aspmx.l.google.com.asanatest1.us,1,
mail.caryopfmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.casadmail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.artamebel.ru,1,"AS44094 (WEBHOST1-AS, RU)"
mail.artesyn-power.ru,1,"AS35278 (SPRINTHOST, RU)"
mx1.cartone.fun,1,"AS200107 (KL-EXT, CH)"
mail.carloszbs.ru,1,"AS44094 (WEBHOST1-AS, RU)"
asamail-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
arwana21.org,1,"AS212238 (CDNEXT, GB)"
cashflow-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
asbeauty-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
arwana21.net,1,"AS396356 (LATITUDE-SH - Latitude.sh, US)"
mail.casinocashstars.com,1,"AS209605 (HOSTBALTIC, LT)"
mail.arytenfmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mxa-0072c901.gslb.pphosted.com,1,"AS52129 (PROOFPOINT-ASN-EU, US)"
casinocosmopol-se.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
casinogm-es.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mailserver.casinofootball.co.uk,1,"AS8560 (IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE)"
mail.ariagate.com,1,"AS212552 (BITCOMMAND, AM)"
casinodeparis-fr.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.casinocorfu.gr,1,"AS19905 (SECURITYSERVICES - Vercara, LLC, US)"
mail.casinonair.com,1,"AS209605 (HOSTBALTIC, LT)"
grupocasinoclub.in.tmes.trendmicro.com,1,"AS14618 (AMAZON-AES - Amazon.com, Inc., US)"
cash128.com,1,"AS212238 (CDNEXT, GB)"
casinocanberra-com-au.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.asdfsdfjrmail.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.casinorodos.gr,1,"AS6799 (OTENET-GR Athens - Greece, GR)"
mail.arvernenergies.fr,1,"AS203500 (ABEILLE-AS, FR)"
casinos-at.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
4bf503015dfe70562352127556e1c2cd\@inbound.postmarkapp.com,1,"AS23352 (SERVERCENTRAL - DEFT.COM, US)"
mx.asdfsdfjrmail.net,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
_dc-mx.fc42122cdc24.cassiawilliamsrealestateagentallentx.com,1,"AS47583 (AS-HOSTINGER, CY)"
aseq-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.asdasd.nl,1,"AS24940 (HETZNER-AS, DE)"
_dc-mx.b880d31aa2cf.asfalio.com,1,"AS19318 (IS-AS-1 - Interserver, Inc, US)"
mail.asbomsk.ru,1,"AS51659 (ASBAXET, RU)"
mx.turkticaret.net,1,"AS197720 (TURKTICARET-AS1, TR)"
mx.asdooeemail.net,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.casualdx.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.asfdasd.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.ashiro.biz,1,"AS44486 (SYNLINQ synlinq.de, DE)"
catalystnetwork-info.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
casinoflorinas.gr,1,"AS42831 (UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location, GB)"
cashadvanceqmvt.com,1,"AS16276 (OVH, FR)"
catbar.net,1,"AS7506 (INTERQ GMO Internet Group, Inc., JP)"
mail.cat.pp.ua,1,"AS24940 (HETZNER-AS, DE)"
mail.catachresml.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.casualtyfmail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.catastropfml.com,1,"AS12586 (ASGHOSTNET, DE)"
ashford-plumbers.co.uk,1,"AS42831 (UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location, GB)"
casinosabordehogar.cl,1,"AS10834 (Telefonica de Argentina, AR)"
mail.catadiopmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
hst3.ncsrv.de,1,"AS24989 (EQUINIX-CONNECT-GERMANY Equinix Germany, DE)"
mail.caspianfan.ir,1,"AS212216 (NETAFRAZ, IR)"
ashishsingla.com,1,"AS40021 (CONTABO-40021 - Contabo Inc., US)"
mail.catalept.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.cataphoretifml.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.catheterml.ru,1,"AS12586 (ASGHOSTNET, DE)"
cloudscan12.ilger.com,1,"AS12874 (FASTWEB, IT)"
mail.catdogmail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.catchall.fr,1,"AS56630 (MELBICOM-EU-AS Melbikomas UAB, LT)"
d200401a.ess.barracudanetworks.com,1,"AS16509 (AMAZON-02 - Amazon.com, Inc., US)"
asiapoker389.com,1,"AS22612 (NAMECHEAP-NET - Namecheap, Inc., US)"
son4.capytumbum.online,1,"AS149124 (THANHPHAT-VN WEBPX SOFTWARE COMPANY LIMITED, VN)"
mail.caspiantejarat.com,1,"AS42043 (BERTINATECHNOLOGYCOMPANY, IR)"
asiapoker389.net,1,"AS22612 (NAMECHEAP-NET - Namecheap, Inc., US)"
mail.categsemail.com,1,"AS12586 (ASGHOSTNET, DE)"
mx6.catnipcat.net,1,
casinowin88.org,1,"AS26496 (AS-26496-GO-DADDY-COM-LLC - GoDaddy.com, LLC, US)"
de-smtp-inbound-1.mimecast.com,1,"AS39588 (MIMECAST-DE, GB)"
mx.askian-mail.com,1,"AS16276 (OVH, FR)"
askopindo.com,1,"AS137373 (IDNIC-SUITEN-AS-ID PT. SUITEN INOVASI SUKSES, ID)"
boundijji84g.asleepity.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
cbbomail.com,1,"AS213702 (QWINS-LTD QWINS AS-SET: ~ # AS213702:AS-CUSTOMERS, GB)"
cbjunkie-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.cbghot.com,1,
mx.wifieye.com,1,"AS7018 (ATT-INTERNET4 - AT&T Enterprises, LLC, US)"
mail.asphyxifml.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.cbd-8.com,1,"AS50474 (O2SWITCH, FR)"
cbd-7.com,1,"AS50474 (O2SWITCH, FR)"
mail.assimilatifmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.assimimail.ru,1,"AS12586 (ASGHOSTNET, DE)"
cby-edu-kg.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.assist.thewisetransfer.click,1,"AS51167 (CONTABO, DE)"
mail.assistance.carolinensiellive.click,1,"AS51167 (CONTABO, DE)"
assureddentallab-net.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
cciderry-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.cconsistwe.com,1,"AS47583 (AS-HOSTINGER, CY)"
cccc.com,1,"AS133752 (LEASEWEB-APAC-HKG-10 LEASEWEB HONG KONG LIMITED, HK)"
cdc-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
_dc-mx.fe5bde2015d7.cdkey.com,1,"AS20860 (IOMART-AS, GB)"
mail.astromalis.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.astrometeormail.ru,1,"AS12586 (ASGHOSTNET, DE)"
pmg.master.hostxpress.page,1,"AS16276 (OVH, FR)"
mx01.ionos.mx,1,"AS8560 (IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE)"
mail.asubtlejm.com,1,"AS47583 (AS-HOSTINGER, CY)"
mail.astrophotogmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
www.armstrongbuildings.com,1,
mail.cdpa.cc,1,
arumail.com,1,"AS63018 (DEDICATED - Dedicated.com, US)"
mail.atagelomail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.atavistiaemail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.armp-rdc.cd,1,"AS210403 (LWS, FR)"
ceed-se.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
modem.ceenaudi.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
asso.st,1,"AS16276 (OVH, FR)"
astarmax.com,1,"AS20068 (HAWKHOST - Hawk Host Inc., CA)"
casino-org.mail.protection.outlook.com,1,
mail.ascidi.ru,1,
_dc-mx.bc97e9445fed.casinollo.com,1,
casinogranmadrid-es.mail.protection.outlook.com,1,
mail.casino.guru,1,"AS51013 (WEBSUPPORT-SRO-SK-AS, SK)"
casinodavos-ch.mail.protection.outlook.com,1,
mail.funeralone.net,1,"AS16276 (OVH, FR)"
mail.apocyntomail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.apocalymail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.athy.com,1,"AS8739 (ICDSOFT, BG)"
mail.apodeimalu.ru,1,"AS12586 (ASGHOSTNET, DE)"
mx.apoimail.net,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.apogeotaml.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.apogeotmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.apolemail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.ationsmail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.casinoreting.com,1,"AS204601 (PODAON, NL)"
mail.apomimalu.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.apostv.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mx.breezelineohio.net,1,"AS31898 (ORACLE-BMC-31898 - Oracle Corporation, US)"
