IP,ASN,Name,BGP_Prefix,Country,Registry
2a03:94e0:ffff:0194:0032:0107:0000:0172,,,,,
181.81.186.184,AS7303,"Telecom Argentina S.A., AR",181.80.0.0/15,AR,
185.220.100.249,AS205100,"F3NETZE, DE",185.220.100.0/24,DE,
2a0b:f4c2:0001:0000:0000:0000:0000:0156,,,,,
179.43.159.196,AS51852,"PLI-AS, PA",179.43.159.0/24,PA,
2620:018c:0000:0192:0000:0000:00e0:0206,,,,,
209.141.40.68,AS53667,"PONYNET - FranTech Solutions, US",209.141.32.0/19,US,
109.70.100.3,AS208323,"APPLIEDPRIVACY-AS, AT",109.70.100.0/24,AT,
2602:f6f6:0002:ad5c:0000:0000:0000:0001,,,,,
172.104.186.73,AS63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",172.104.160.0/19,US,
38.135.25.141,AS27284,FOURPLEX-ASN - Fourplex Telecom LLC,38.135.24.0/23,US,
171.25.193.25,AS198093,"DFRI-AS Foreningen for digitala fri- och rattigheter, SE",171.25.193.0/24,SE,
2602:f6f6:0002:39c1:0000:0000:0000:0001,,,,,
209.141.34.15,AS53667,"PONYNET - FranTech Solutions, US",209.141.32.0/19,US,
2605:6400:0030:eb71:51b7:4869:7579:3aa1,,,,,
66.146.193.33,AS26068,"ONSH-NET-CHGO-BLK01 - OnShore, Inc., US",66.146.192.0/20,US,
47.250.80.226,AS45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",47.250.64.0/18,US,
5.255.123.158,AS60404,"LITESERVER, NL",5.255.96.0/19,NL,
31.133.0.235,AS51290,"HOSTEAM-AS, PL",31.133.0.0/21,PL,
45.84.107.54,AS214503,"R0CKET-CLOUD, SE",45.84.107.0/24,SE,
123.253.35.32,AS55720,"GIGABIT-MY Gigabit Hosting Sdn Bhd, MY",123.253.35.0/24,MY,
200.122.181.2,AS3790,"RADIOGRAFICA COSTARRICENSE, CR",200.122.160.0/19,CR,
2620:018c:0000:0192:0000:0000:00e0:0130,,,,,
95.128.43.164,AS41653,"AQUARAY, FR",95.128.43.0/24,FR,
2a0f:85c1:0356:5c50:0000:0000:0000:0001,,,,,
185.220.101.61,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
185.220.101.156,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
198.58.107.53,AS63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",198.58.96.0/19,US,
64.190.76.12,AS214094,OSSERVATORIO-NESSUNO - Davide Silvetti trading as 'Association Osservatorio Nessuno ODV',64.190.76.0/24,IT,
2620:018c:0000:0192:0000:0000:00e0:0168,,,,,
194.163.157.49,AS51167,"CONTABO, DE",194.163.128.0/18,DE,
185.220.101.28,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
2a09:61c0:0000:0000:0000:0000:0000:0025,,,,,
194.15.36.117,AS58087,"FLORIANKOLB, DE",194.15.36.0/24,DE,
139.99.8.57,AS16276,"OVH, FR",139.99.0.0/17,CA,
2001:067c:0e60:0c0c:0192:0042:0116:0176,,,,,
2605:6400:0030:f49b:e2ee:34f8:c854:6f63,,,,,
192.42.116.193,AS215125,CYBEROLOGY-AS - Church of Cyberology,192.42.116.0/24,NL,
2a0b:f4c2:0000:0000:0000:0000:0000:0008,,,,,
2a0b:f4c2:0000:0000:0000:0000:0000:0023,,,,,
45.80.158.165,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",45.80.158.0/24,NL,
2620:018c:0000:0192:0000:0000:00e0:0205,,,,,
2a03:4000:0046:0197:b434:d3ff:fe68:d9e1,,,,,
5.255.118.151,AS60404,"LITESERVER, NL",5.255.96.0/19,NL,
2402:1f00:8100:0400:0000:0000:0000:0009,,,,,
2600:3c04:0000:0000:2000:deff:fe53:0624,,,,,
185.207.107.216,AS197540,"NETCUP-AS netcup GmbH, DE",185.207.104.0/22,DE,
2605:6400:0030:f5db:25a1:b884:ef2d:8818,,,,,
2400:d320:2261:6860:0000:0000:0000:0001,,,,,
2a0b:f4c2:0002:0000:0000:0000:0000:0053,,,,,
2001:0bf0:0666:0000:0000:0000:0000:0666,,,,,
23.137.105.248,AS22295,ADVIN - Advin Services LLC,23.137.105.0/24,US,
195.176.3.23,AS559,"SWITCH Switch, Swiss Academic and Research Network, CH",195.176.0.0/17,CH,
167.71.202.62,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",167.71.192.0/20,US,
2602:f6f6:0002:941d:0000:0000:0000:0001,,,,,
2620:018c:0000:0192:0000:0000:00e0:0209,,,,,
124.198.131.133,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",124.198.131.0/24,NL,
176.58.124.159,AS63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",176.58.96.0/19,US,
198.46.166.157,AS36352,"AS-COLOCROSSING - HostPapa, US",198.46.166.0/24,US,
124.198.132.237,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",124.198.132.0/24,NL,
192.42.116.177,AS215125,CYBEROLOGY-AS - Church of Cyberology,192.42.116.0/24,NL,
104.244.78.162,AS53667,"PONYNET - FranTech Solutions, US",104.244.78.0/24,US,
2620:018c:0000:0192:0000:0000:00e0:0173,,,,,
2a0e:bfc2:0000:0015:0000:0000:0000:1984,,,,,
45.138.16.76,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",45.138.16.0/24,NL,
2a0f:df00:0000:0255:0000:0000:0000:0195,,,,,
87.118.122.30,AS31103,"KEYWEB-AS, DE",87.118.64.0/18,DE,
2a0b:f4c2:0004:0000:0000:0000:0000:0101,,,,,
92.118.112.83,AS215540,"GCS-AS, GB",92.118.112.0/24,RU,
82.221.100.12,AS50613,"THORDC-AS, IS",82.221.100.0/23,IS,
185.34.33.2,AS28855,"OCTOPUCE-AS Customers , FR",185.34.32.0/22,FR,
2a01:0270:9847:0000:0000:0000:0000:0001,,,,,
2620:018c:0000:0192:0000:0000:00e0:0197,,,,,
2a12:a800:0002:0001:0045:0080:0158:0165,,,,,
2620:018c:0000:0192:0000:0000:00e0:0184,,,,,
185.220.101.173,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
107.189.14.43,AS53667,"PONYNET - FranTech Solutions, US",107.189.14.0/24,US,
2001:b011:4006:39be:0000:0000:0000:000b,,,,,
2a0b:f4c2:0002:0000:0000:0000:0000:0050,,,,,
185.246.84.179,AS21409,"IKOULA, FR",185.246.84.0/22,FR,
194.26.192.22,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",194.26.192.0/24,DE,
38.135.24.72,AS27284,FOURPLEX-ASN - Fourplex Telecom LLC,38.135.24.0/23,US,
185.220.100.250,AS205100,"F3NETZE, DE",185.220.100.0/24,DE,
185.220.101.42,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
2a06:1700:0000:0012:0000:0000:0000:0002,,,,,
38.135.25.127,AS27284,FOURPLEX-ASN - Fourplex Telecom LLC,38.135.24.0/23,US,
2a0b:f4c2:0002:0000:0000:0000:0000:0055,,,,,
2a0b:f4c2:0001:0000:0000:0000:0000:0189,,,,,
37.114.50.27,AS58087,"FLORIANKOLB, DE",37.114.50.0/24,DE,
2a12:a800:0002:0001:0045:0080:0158:0075,,,,,
2a14:c380:0c70:0088:0000:0000:0000:000a,,,,,
2a12:a800:0002:0001:0185:0241:0208:0115,,,,,
185.220.101.32,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
124.198.131.190,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",124.198.131.0/24,NL,
185.220.101.0,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
64.190.76.3,AS214094,OSSERVATORIO-NESSUNO - Davide Silvetti trading as 'Association Osservatorio Nessuno ODV',64.190.76.0/24,IT,
188.68.41.191,AS197540,"NETCUP-AS netcup GmbH, DE",188.68.40.0/22,DE,
2a0b:f4c2:0001:0000:0000:0000:0000:0182,,,,,
2a04:52c0:7000:0002:0000:0000:0000:0146,,,,,
185.129.61.8,AS210731,"DOTSRC, DK",185.129.61.0/24,DK,
107.189.8.133,AS53667,"PONYNET - FranTech Solutions, US",107.189.8.0/22,US,
194.32.107.87,AS56655,"GIGAHOST, NO",194.32.107.0/24,NO,
2a0c:6a41:0c13:1337:0000:0000:0000:0107,,,,,
152.53.170.213,AS214996,"NETCUP, DE",152.53.168.0/22,AT,
2605:6400:0030:ea52:4246:fb82:f36c:8ede,,,,,
51.38.225.46,AS16276,"OVH, FR",51.38.0.0/16,FR,
192.76.160.135,AS60404,"LITESERVER, NL",192.76.160.0/24,NL,
130.193.10.21,AS29134,"IGNUM-AS Czech Republic, CZ",130.193.8.0/21,CZ,
185.129.62.64,AS57860,"ZENCURITY-NET, DK",185.129.62.0/23,DK,
173.88.51.132,AS10796,"TWC-10796-MIDWEST - Charter Communications Inc, US",173.88.0.0/17,US,
45.141.215.28,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",45.141.215.0/24,NL,
2a06:1700:0000:0012:0000:0000:0000:0004,,,,,
176.65.149.105,AS51396,"PFCLOUD Pfcloud UG, DE",176.65.149.0/24,DE,
2407:3640:2259:6302:0000:0000:0000:0001,,,,,
199.195.248.168,AS53667,"PONYNET - FranTech Solutions, US",199.195.248.0/21,US,
192.76.160.132,AS60404,"LITESERVER, NL",192.76.160.0/24,NL,
107.189.8.56,AS53667,"PONYNET - FranTech Solutions, US",107.189.8.0/22,US,
45.141.215.16,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",45.141.215.0/24,NL,
77.48.28.239,AS16019,"VODAFONE-CZ-AS, CZ",77.48.0.0/17,CZ,
185.220.101.37,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
2a05:b0c7:6e37:0000:0000:0000:0000:0001,,,,,
91.219.236.101,AS56322,"SERVERASTRA-AS, HU",91.219.236.0/24,HU,
91.206.169.29,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",91.206.169.0/24,NL,
192.42.116.22,AS215125,CYBEROLOGY-AS - Church of Cyberology,192.42.116.0/24,NL,
2a04:52c0:7000:0002:0000:0000:0000:0137,,,,,
199.195.253.180,AS53667,"PONYNET - FranTech Solutions, US",199.195.248.0/21,US,
41.83.32.113,AS8346,SONATEL,41.83.32.0/21,SN,
86.54.28.49,AS12989,"BLACKHOST AS12989.NET, CA",86.54.28.0/24,CA,
2a0b:f4c2:0001:0000:0000:0000:0000:0166,,,,,
37.48.70.156,AS60781,"LEASEWEB-NL-AMS-01 Netherlands, NL",37.48.64.0/18,NL,
171.25.193.38,AS198093,"DFRI-AS Foreningen for digitala fri- och rattigheter, SE",171.25.193.0/24,SE,
192.42.116.178,AS215125,CYBEROLOGY-AS - Church of Cyberology,192.42.116.0/24,NL,
23.129.64.220,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
2001:067c:289c:0002:0000:0000:0000:0040,,,,,
2a04:9dc0:0031:0000:0000:0000:c0cc:004d,,,,,
2a0b:f4c2:0001:0000:0000:0000:0000:0191,,,,,
2a12:a800:0001:0001:0194:0026:0192:0046,,,,,
66.183.173.29,AS852,"TELUS Communications, CA",66.183.0.0/16,CA,
185.220.101.5,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
185.220.101.2,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
2620:018c:0000:0192:0000:0000:00e0:0217,,,,,
2605:6400:0010:044f:0000:0000:0000:0001,,,,,
185.107.57.66,AS43350,"NFORCE, NL",185.107.56.0/22,NL,
171.25.193.131,AS198093,"DFRI-AS Foreningen for digitala fri- och rattigheter, SE",171.25.193.0/24,SE,
178.254.18.25,AS42730,"EVANZOAS, DE",178.254.0.0/19,DE,
87.106.76.226,AS8560,"IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE",87.106.76.0/24,DE,
2a0b:c040:0002:5ffa:0000:0000:0000:0001,,,,,
2a03:4000:0027:0036:c813:6dff:fe0e:b93e,,,,,
2620:018c:0000:0192:0000:0000:00e0:0155,,,,,
192.42.116.216,AS215125,CYBEROLOGY-AS - Church of Cyberology,192.42.116.0/24,NL,
2a00:16b0:0001:0243:0000:0000:7012:a500,,,,,
45.66.35.27,AS61125,"SABOTAGE, US",45.66.35.0/24,NL,
185.254.196.141,AS30860,"YURTEH-AS, UA",185.254.196.0/23,UA,
2a0b:f4c2:0001:0000:0000:0000:0000:0173,,,,,
45.9.168.192,AS211619,"MAXKO, HR",45.9.168.0/24,HU,
2001:067c:0e60:0c0c:0192:0042:0116:0201,,,,,
138.226.236.103,AS205775,"NEONCORENETWORKS, US",138.226.236.0/24,GB,
2a0f:cdc6:0500:11e3:0000:0000:0000:0002,,,,,
2001:067c:0e60:0c0c:0192:0042:0116:0216,,,,,
185.220.101.43,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
2a0b:f4c2:0000:0000:0000:0000:0000:0002,,,,,
185.220.101.59,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
2602:f6f6:0002:e76d:0000:0000:0000:0001,,,,,
47.254.15.174,AS45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",47.254.0.0/18,US,
185.220.101.189,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
2a12:a800:0001:0001:0002:0058:0056:0043,,,,,
92.119.165.108,AS211507,"LAIN we love lain, cats and the world wide web, DE",92.119.165.0/24,DE,
185.220.101.50,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
204.137.14.92,AS399820,"ATOMIC-NETWORKS-1 - SPARKED HOST LLC, US",204.137.14.0/24,US,
46.234.47.108,AS34288,"AS34288 EDU-ZG-CH - Public Schools in the Canton of Zug, CH",46.234.32.0/19,CH,
107.189.27.145,AS14956,"ROUTERHOSTING - RouterHosting LLC, US",107.189.24.0/22,US,
46.38.236.103,AS197540,"NETCUP-AS netcup GmbH, DE",46.38.232.0/21,DE,
45.94.31.228,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",45.94.31.0/24,NL,
195.47.238.44,AS30893,"NOACKHOSTING-AS, SE",195.47.238.0/24,SE,
2a0e:97c0:03e3:0460:1337:b40b:1337:0011,,,,,
171.25.193.40,AS198093,"DFRI-AS Foreningen for digitala fri- och rattigheter, SE",171.25.193.0/24,SE,
94.16.116.81,AS197540,"NETCUP-AS netcup GmbH, DE",94.16.116.0/22,AT,
89.147.111.87,AS44925,"THE-1984-AS, IS",89.147.108.0/22,IS,
2001:067c:289c:0004:0000:0000:0000:0081,,,,,
2a12:a800:0002:0001:0045:0080:0158:0167,,,,,
2a0b:f4c2:0001:0000:0000:0000:0000:0140,,,,,
2a0b:f4c0:016c:0003:0000:0000:0000:0001,,,,,
109.237.27.11,AS63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",109.237.24.0/22,US,
37.221.208.71,AS41075,"ATW-AS, HU",37.221.208.0/22,HU,
192.42.116.176,AS215125,CYBEROLOGY-AS - Church of Cyberology,192.42.116.0/24,NL,
2a06:1700:0002:022e:0000:0000:8292:61f8,,,,,
185.181.60.204,AS56655,"GIGAHOST, NO",185.181.60.0/22,NO,
2a0b:f4c2:0001:0000:0000:0000:0000:0185,,,,,
2a0f:85c1:0356:5d3a:0000:0000:0000:1984,,,,,
45.154.98.42,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",45.154.98.0/24,BE,
2a12:a800:0002:0001:0045:0141:0215:0238,,,,,
2001:b030:2422:0000:0000:0000:0000:7234,,,,,
45.138.16.222,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",45.138.16.0/24,NL,
209.141.51.30,AS53667,"PONYNET - FranTech Solutions, US",209.141.32.0/19,US,
2a0b:f4c2:0000:0000:0000:0000:0000:0006,,,,,
192.159.99.74,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",192.159.99.0/24,NL,
192.159.99.162,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",192.159.99.0/24,NL,
23.129.64.182,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
2605:6400:0020:2417:0000:0000:0000:0069,,,,,
185.220.101.36,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
2a03:e600:0100:0000:0000:0000:0000:0007,,,,,
2a14:07c0:1305:0010:0000:0000:0000:0000,,,,,
2a0e:bfc7:0000:0000:0216:3cff:feae:41de,,,,,
5.104.84.183,AS141995,"CAPL-AS-AP Contabo Asia Private Limited, SG",5.104.84.0/22,DE,
176.65.148.133,AS51396,"PFCLOUD Pfcloud UG, DE",176.65.148.0/24,DE,
2a0b:f4c2:0000:0000:0000:0000:0000:0022,,,,,
2001:0780:0107:000b:0000:0000:0000:0085,,,,,
203.202.232.160,AS44382,"WHITELABEL, US",203.202.232.0/24,TR,
185.244.192.184,AS197540,"NETCUP-AS netcup GmbH, DE",185.244.192.0/22,DE,
2001:067c:2044:c141:0000:0001:6431:0001,,,,,
64.225.78.62,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",64.225.64.0/20,US,
2001:1b60:0003:0221:3132:0102:0000:0001,,,,,
2001:067c:0e60:0c0c:0192:0042:0116:0218,,,,,
176.65.148.3,AS51396,"PFCLOUD Pfcloud UG, DE",176.65.148.0/24,DE,
185.220.101.172,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
77.239.97.46,AS216127,"AS-NUXTCLOUD, GB",77.239.97.0/24,US,
5.255.123.164,AS60404,"LITESERVER, NL",5.255.96.0/19,NL,
2001:41d0:0601:1100:0000:0000:0000:26d0,,,,,
2a14:07c0:1305:0021:0000:0000:0000:0000,,,,,
103.253.24.18,AS133210,ENTECHNOLOGIES-AS-AP EN Technologies Pte Ltd,103.253.24.0/24,SG,
2602:fccf:0100:0003:0000:0000:0000:0014,,,,,
192.76.160.136,AS60404,"LITESERVER, NL",192.76.160.0/24,NL,
2a02:0418:6017:0000:0000:0000:0000:0147,,,,,
2620:018c:0000:0192:0000:0000:00e0:0194,,,,,
178.17.171.102,AS43289,"TRABIA, MD",178.17.160.0/20,MD,
176.118.193.33,AS44486,"SYNLINQ synlinq.de, DE",176.118.193.0/24,AT,
193.189.100.204,AS41281,"KEFF Interplanetary Communications Network, GB",193.189.100.0/24,GB,
38.135.24.31,AS27284,FOURPLEX-ASN - Fourplex Telecom LLC,38.135.24.0/23,US,
2a04:52c0:7000:0002:0000:0000:0000:0140,,,,,
2a0b:f4c2:0002:0000:0000:0000:0000:0052,,,,,
45.66.35.25,AS61125,"SABOTAGE, US",45.66.35.0/24,NL,
2a00:1dc0:caff:0090:0000:0000:0000:b3de,,,,,
2a0e:bfc7:0000:0000:0216:3cff:fe3a:4ee4,,,,,
109.71.252.97,AS58087,"FLORIANKOLB, DE",109.71.252.0/24,DE,
192.109.200.33,AS51396,"PFCLOUD Pfcloud UG, DE",192.109.200.0/24,BG,
23.129.64.173,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
45.138.16.234,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",45.138.16.0/24,NL,
185.126.114.110,AS3236,SERVER - SERVER.UA LLC,185.126.112.0/22,UA,
2602:f6f6:0002:cf34:0000:0000:0000:0001,,,,,
2a05:0541:0110:003e:0000:0000:0000:0001,,,,,
2a10:c800:0001:f7f8:0000:01ce:01ce:babe,,,,,
2620:018c:0000:0192:0000:0000:00e0:0145,,,,,
2620:018c:0000:0192:0000:0000:00e0:0159,,,,,
185.165.171.84,AS200651,"FLOKINET, IS",185.165.171.0/24,IS,
193.239.232.235,AS41634,"SVEA, SE",193.239.232.0/24,SE,
2a04:52c0:7000:0002:0000:0000:0000:0150,,,,,
2620:018c:0000:0192:0000:0000:00e0:0223,,,,,
185.241.208.184,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",185.241.208.0/24,NL,
2a06:1700:0004:00fa:0000:0000:a04e:55b9,,,,,
91.208.75.4,AS6718,"NAV NAV Communications, RO",91.208.75.0/24,RO,
45.141.215.110,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",45.141.215.0/24,NL,
109.69.67.17,AS49855,"PLUTEX, DE",109.69.64.0/21,DE,
82.153.138.57,AS214209,"INTERNET-MAGNATE, ZA",82.153.138.0/24,GB,
192.42.116.192,AS215125,CYBEROLOGY-AS - Church of Cyberology,192.42.116.0/24,NL,
2a0b:f4c2:0002:0000:0000:0000:0000:0047,,,,,
45.137.201.100,AS211507,"LAIN we love lain, cats and the world wide web, DE",45.137.201.0/24,DE,
2620:018c:0000:0192:0000:0000:00e0:0203,,,,,
46.234.47.105,AS34288,"AS34288 EDU-ZG-CH - Public Schools in the Canton of Zug, CH",46.234.32.0/19,CH,
161.35.148.205,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",161.35.144.0/20,US,
2604:2dc0:0202:0300:0000:0000:0000:0ed3,,,,,
2a05:0541:0112:0031:0000:0000:0000:0001,,,,,
2a0b:f4c2:0000:0000:0000:0000:0000:0015,,,,,
2a0e:bfc7:0000:0000:0216:3cff:fe6f:c4ca,,,,,
104.244.74.51,AS53667,"PONYNET - FranTech Solutions, US",104.244.74.0/24,US,
185.42.170.203,AS62248,"MODIRUM, EE",185.42.170.0/24,EE,
163.172.84.90,AS12876,"Online SAS, FR",163.172.0.0/16,GB,
2a0b:f4c2:0001:0000:0000:0000:0000:0143,,,,,
2a06:1700:0000:0016:0000:0000:0000:0001,,,,,
2a12:a800:0002:0001:0045:0141:0215:0114,,,,,
2001:067c:0e60:0c0c:0192:0042:0116:0177,,,,,
2a0b:f4c2:0000:0000:0000:0000:0000:0021,,,,,
185.220.101.41,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
47.84.7.211,AS45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",47.84.0.0/17,US,
2a04:52c0:7000:0002:0000:0000:0000:0131,,,,,
2a0a:4cc0:00c1:2aac:0000:0000:0000:0001,,,,,
2a12:a800:0009:0001:0193:0026:0115:0123,,,,,
185.220.101.145,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
94.230.208.147,AS29691,"NINE, CH",94.230.208.0/20,CH,
185.100.85.132,AS200651,"FLOKINET, IS",185.100.84.0/23,IS,
102.130.117.167,AS328364,"Host-Africa-AS, ZA",102.130.117.0/24,ZA,
185.191.239.158,AS264617,"GRUPO PANAGLOBAL 15 S.A, PA",185.191.239.0/24,CH,
185.220.101.54,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
45.138.16.230,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",45.138.16.0/24,NL,
104.244.79.44,AS53667,"PONYNET - FranTech Solutions, US",104.244.79.0/24,US,
185.220.101.131,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
185.220.101.168,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
2001:1b60:0002:0001:3935:0104:0000:0001,,,,,
38.58.179.138,AS26042,"FIBERSTATE - FiberState, LLC, US",38.58.179.0/24,US,
80.67.167.81,AS2027,"MILKYWAN MilkyWan, FR",80.67.167.0/24,FR,
2a12:a800:0011:0001:0192:0159:0099:0168,,,,,
185.106.102.102,AS197648,"CL8ASN1, CY",185.106.102.0/24,CY,
2a12:a800:0002:0001:0045:0141:0215:0028,,,,,
128.31.0.13,AS3,"MIT-GATEWAYS - Massachusetts Institute of Technology, US",128.30.0.0/15,US,
2a0b:f4c2:0004:0000:0000:0000:0000:0103,,,,,
192.42.116.194,AS215125,CYBEROLOGY-AS - Church of Cyberology,192.42.116.0/24,NL,
23.129.64.177,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
2605:6400:0030:f174:0042:0042:0000:0000,,,,,
2a0d:bbc7:0000:0000:f816:3eff:fe84:8a9e,,,,,
23.129.64.219,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
179.43.182.232,AS51852,"PLI-AS, PA",179.43.182.0/24,PA,
2620:018c:0000:0192:0000:0000:00e0:0178,,,,,
2605:6400:0030:f440:757e:adf1:55f7:5a31,,,,,
2402:1f00:8000:0239:0000:0000:0000:0000,,,,,
23.129.64.179,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
88.80.26.4,AS33837,"PRQ-AS PRQ VPN Network, SE",88.80.16.0/20,SE,
104.244.72.132,AS53667,"PONYNET - FranTech Solutions, US",104.244.72.0/24,US,
107.189.1.160,AS53667,"PONYNET - FranTech Solutions, US",107.189.0.0/21,US,
138.59.18.110,AS52423,"Data Miners S.A. Racknation.cr , CR",138.59.18.0/24,CR,
2a14:c380:0050:0064:0000:0000:0000:000a,,,,,
178.17.174.14,AS43289,"TRABIA, MD",178.17.160.0/20,MD,
109.70.100.9,AS208323,"APPLIEDPRIVACY-AS, AT",109.70.100.0/24,AT,
78.130.199.40,AS9070,"COOOLBOX, BG",78.130.128.0/17,BG,
2a0b:f4c2:0001:0000:0000:0000:0000:0147,,,,,
82.221.139.190,AS50613,"THORDC-AS, IS",82.221.139.0/24,IS,
147.182.202.137,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",147.182.192.0/20,US,
2a0e:bfc0:0000:0011:0000:0000:0000:796d,,,,,
2602:fa5d:0001:0000:0000:0000:0000:0069,,,,,
38.135.24.32,AS27284,FOURPLEX-ASN - Fourplex Telecom LLC,38.135.24.0/23,US,
2620:018c:0000:0192:0000:0000:00e0:0212,,,,,
193.189.100.197,AS41281,"KEFF Interplanetary Communications Network, GB",193.189.100.0/24,GB,
185.220.101.46,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
171.25.193.39,AS198093,"DFRI-AS Foreningen for digitala fri- och rattigheter, SE",171.25.193.0/24,SE,
2001:4b20:0012:f001:0000:0000:0000:0107,,,,,
2001:067c:289c:0004:0000:0000:0000:0082,,,,,
2a0d:bbc7:0000:0000:f816:3eff:fe0b:181b,,,,,
2a12:a800:0011:0001:0124:0198:0131:0133,,,,,
91.92.109.43,AS34224,"NETERRA-AS, BG",91.92.109.0/24,BG,
2620:018c:0000:0192:0000:0000:00e0:0149,,,,,
2a0b:f4c2:0000:0000:0000:0000:0000:0025,,,,,
2a12:a800:0002:0001:0045:0138:0016:0248,,,,,
23.129.64.141,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
45.66.35.26,AS61125,"SABOTAGE, US",45.66.35.0/24,NL,
2a12:a800:0002:0001:0185:0241:0208:0071,,,,,
199.195.253.156,AS53667,"PONYNET - FranTech Solutions, US",199.195.248.0/21,US,
23.129.64.176,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
209.141.32.198,AS53667,"PONYNET - FranTech Solutions, US",209.141.32.0/19,US,
192.76.160.146,AS60404,"LITESERVER, NL",192.76.160.0/24,NL,
5.255.102.43,AS60404,"LITESERVER, NL",5.255.96.0/19,NL,
185.129.61.129,AS210731,"DOTSRC, DK",185.129.61.0/24,DK,
171.25.193.79,AS198093,"DFRI-AS Foreningen for digitala fri- och rattigheter, SE",171.25.193.0/24,SE,
204.8.156.142,AS10961,"BGP-AS - Boston GigaPoP, US",204.8.152.0/21,US,
200.112.102.157,AS7418,"TELEFONICA CHILE S.A., CL",200.112.64.0/18,CL,
45.66.35.32,AS61125,"SABOTAGE, US",45.66.35.0/24,NL,
