ASN,Name,Country,Source_List,Is_High_Value_Target,Target_Type
AS198385,"ALPINEDC, CH",CH,Unknown,False,
AS198414,"BIZNESHOST-AS, PL",PL,Unknown,False,
AS198432,"IPCORE-AS, ES",ES,Unknown,False,
AS19844,"SBA-EDGE-JAX - SBA Edge, LLC, US",US,Unknown,False,
AS198440,"GIGANET, GB",GB,Unknown,False,
AS19861,"WCBE - Washington County Board of Education, US",US,Unknown,False,
AS198610,"BEGET-AS, RU",RU,Unknown,False,
AS198651,"HOSTLINE, LT",LT,Unknown,False,
AS19871,"NETWORK-SOLUTIONS-HOSTING - Network Solutions, LLC, US",US,Unknown,False,
AS19885,"ISOCENTRIC - Isocentric Networks, Incorporated, US",US,Unknown,False,
AS198859,"ASKESKIKAISTA, FI",FI,Unknown,False,
AS19893,"NTT-GLOBAL-DATA-CENTERS-AMERICA-INC - NTT Global Data Centers Americas, INC., US",US,Unknown,False,
AS198930,"DE-VSM-ASN Peering, DE",DE,Unknown,False,
AS198967,"BITEL-GESELLSCHAFT-FUER-TELEKOMMUNIKATION-AS - IP Transit Customer AS33873 -, DE",DE,Unknown,False,
AS198968,"e-mail: abuse@cyberneticos.com, ES",ES,Unknown,False,
AS19898,"FIBERLINK - IBM, US",US,Unknown,False,
AS198985,"AQUILENET AQUILENET, FR",FR,Unknown,False,
AS199087,"KASENET, FI",FI,Unknown,False,
AS19911,"SECURITYSERVICES - Vercara, LLC, US",US,Unknown,False,
AS199118,"HPLS-AS, DE",DE,Unknown,False,
AS199129,"DIRECTCONNECT-AS, GB",GB,Unknown,False,
AS199213,"HOSTERSAS, DK",DK,Unknown,False,
AS199246,"TOPHOST, BE",BE,Unknown,False,
AS199481,"K3-RIPE-AS, GB",GB,Unknown,False,
AS199524,"GCORE, LU",LU,Unknown,False,
AS199653,"ARUBAFR-AS, IT",IT,Unknown,False,
AS19969,"JOESDATACENTER - CyberCloud Professionals LLC, US",US,Unknown,False,
AS199733,"FREESUPERNETWORK, US",US,Unknown,False,
AS199765,"FREECONNECT, US",US,Unknown,False,
AS199847,"ASARIANET, HR",HR,Unknown,False,
AS199883,"ARUBACLOUDLTD-ASN, IT",IT,Unknown,False,
AS19994,"RACKSPACE - Rackspace Hosting, US",US,Unknown,False,
AS19995,"VSECORP - VSE Corporation, US",US,Unknown,False,
AS199950,"HJELM-ENTERPRISES-AB, SE",SE,Unknown,False,
AS199967,"THINK-HUGE, HK",HK,Unknown,False,
AS199968,"IWSNET, AM",AM,Unknown,False,
AS199990,"LOCALHOST_AS, NO",NO,Unknown,False,
AS199997,"IPPON_HOSTING-AS, FR",FR,Unknown,False,
AS200000,"UKRAINE-AS, UA",UA,Unknown,False,
AS200019,"ALEXHOST, MD",MD,Unknown,False,
AS200039,"HYDRACOM-AS, GB",GB,Unknown,False,
AS20005,"SANDHILLS-SA - SANDHILLS PUBLISHING, US",US,Unknown,False,
AS200052,"FERAL Feral Hosting, GB",GB,Unknown,False,
AS200130,"SIMON-MARIACHER, AT",AT,Unknown,False,
AS200136,"LIBRAHOST, FR",FR,Unknown,False,
AS200147,"ASHTL, GB",GB,Unknown,False,
AS20021,"LNH-INC - Ntirety, Inc., US",US,Unknown,False,
AS200223,"ETHERON, NL",NL,Unknown,False,
AS200233,"BFH, CH",CH,Unknown,False,
AS200462,"AS-ETH ETH-Services, DE",DE,Unknown,False,
AS200490,"BODEMS Bodems, DE",DE,Unknown,False,
AS200514,"KNOWNSRV, GB",GB,Unknown,False,
AS200519,"NYNEX-FIBERONE NYNEX fiberONE, DE",DE,Unknown,False,
AS200532,"WOOPPAY-AST Wooppay-AST, KZ",KZ,Unknown,False,
AS200533,"INITLAB, BG",BG,Unknown,False,
AS20055,"AS-WHOLESAIL - Wholesail networks LLC, US",US,Unknown,False,
AS20068,"HAWKHOST - Hawk Host Inc., CA",CA,Unknown,False,
AS200698,"GLOBALHOST-BOSNIA-AS, BA",BA,Unknown,False,
AS200713,"FREY-AS, CH",CH,Unknown,False,
AS200904,"FOXCLOUD, GB",GB,Unknown,False,
AS20091,"MARTINSVILLE-VA - City of Martinsville, VA, US",US,Unknown,False,
AS200918,"ORELSOFT, CZ",CZ,Unknown,False,
AS201011,"CORE-BACKBONE CORE-BACKBONE GMBH GLOBAL NETWORK, DE",DE,Unknown,False,
AS2011,"WELLSFARGO-2011 - Wells Fargo Bank, N.A., US",US,Unknown,False,
AS201133,"VERDINA, BZ",BZ,Unknown,False,
AS20114,"KEATING - KEATING MUETHING & KLEKAMP PLL, US",US,Unknown,False,
AS201146,"LOPNET, SE",SE,Unknown,False,
AS20115,"CHARTER-20115 - Charter Communications LLC, US",US,Unknown,False,
AS201200,"SUPERHOSTING_AS, BG",BG,Unknown,False,
AS201229,"NETCON, AT",AT,Unknown,False,
AS2013,"PACIFIC-GAS - PG&E, US",US,Unknown,False,
AS20130,"DEPAUL - Depaul University, US",US,Unknown,False,
AS201308,"CASTLEGEM, RO",RO,Unknown,False,
AS201449,"DAB-AS, PT",PT,Unknown,False,
AS201525,"HZ-CA-AS, BG",BG,Unknown,False,
AS201553,"VOLA, ES",ES,Unknown,False,
AS201579,"HOSTGNOME-AS, GB",GB,Unknown,False,
AS201597,"ANYIT-CONNECTIONS-AS Any-iT Connections, NL",NL,Unknown,False,
AS201630,"QHOSTER, BG",BG,Unknown,False,
AS201634,"SHETABAN, IR",IR,Unknown,False,
AS201670,"INFOTECH-GRUP, MD",MD,Unknown,False,
AS201682,"LIQUID-WEB-BV, US",US,Unknown,False,
AS201702,"SKHOSTING-EU, SK",SK,Unknown,False,
AS201709,"HANDS, DE",DE,Unknown,False,
AS201814,"MEVSPACE, PL",PL,Unknown,False,
AS201838,"ASN-COMMUNITYFIBRE, GB",GB,Unknown,False,
AS201862,"VMHOSTS-LONDON-AS, GB",GB,Unknown,False,
AS201983,"ANSLUTEN-AS, SE",SE,Unknown,False,
AS202018,"SERVINET, ES",ES,Unknown,False,
AS202023,"OSP-AS, FR",FR,Unknown,False,
AS202053,"UPCLOUD, FI",FI,Unknown,False,
AS202109,"RBHOSTING, UA",UA,Unknown,False,
AS202118,"NOCTIS, ID",ID,Unknown,False,
AS20213,"GIFFORD-WIRELESS - Gifford Wireless Inc, US",US,Unknown,False,
AS202131,"WAVE-NET, CZ",CZ,Unknown,False,
AS20214,"COMCAST-20214 - Comcast Cable Communications, LLC, US",US,Unknown,False,
AS20228,"NTUA - Navajo Tribal Utility Authority, US",US,Unknown,False,
AS202282,"FIBRUS, GB",GB,Unknown,False,
AS202302,"NETH-AS, UA",UA,Unknown,False,
AS20240,"VENTURAFOODS - VENTURA FOODS, LLC, US",US,Unknown,False,
AS202401,"WEBHOSTING24-AS Webhosting24 GmbH, DE",DE,Unknown,False,
AS20242,"GCO-HQ - GENESCO INC, US",US,Unknown,False,
AS202422,"GHOST, LU",LU,Unknown,False,
AS202425,"INT-NETWORK, SC",SC,Unknown,False,
AS20248,"TAKE2 - Take 2 Hosting, Inc., US",US,Unknown,False,
AS2025,"UTOLEDO - University of Toledo, US",US,Unknown,False,
AS20258,"ANALOG-DEVICES - Analog Devices, Inc., US",US,Unknown,False,
AS202585,"BGP-RODEO bgp.rodeo, NL",NL,Unknown,False,
AS20264,"WEBAIR-INTERNET-2 - Webair Internet Development Company Inc., US",US,Unknown,False,
AS202662,"Hytron Network Services, HK",HK,Unknown,False,
AS202759,"FAIRYHOSTING, EE",EE,Unknown,False,
AS20278,"NEXEON - Nexeon Technologies, Inc., US",US,Unknown,False,
AS202836,"MDLV-AS, FR",FR,Unknown,False,
AS202914,"ADEODC, DK",DK,Unknown,False,
AS202921,"CC_INTERNET, CZ",CZ,Unknown,False,
AS20300,"WT-AS1 - Woodstock Telephone Company, US",US,Unknown,False,
AS203003,"MAGNA-CAPAX, FI",FI,Unknown,False,
AS203020,"HOSTROYALE, IN",IN,Unknown,False,
AS2033,"PANIX - Panix, US",US,Unknown,False,
AS20338,"MYTELASN - My Telepath, Inc, US",US,Unknown,False,
AS203380,"DAINTERNATIONALGROUP, BG",BG,Unknown,False,
AS20339,"RR-CENTRAL - Rosenthal & Rosenthal Inc., US",US,Unknown,False,
AS203394,"LIASAIL, HK",HK,Unknown,False,
AS20344,"BILLERICAPS-MA-ASN - Billerica Public Schools, US",US,Unknown,False,
AS203446,"AS203446, GB",GB,Unknown,False,
AS20347,"GFN-US - Nvidia Corporation, US",US,Unknown,False,
AS203476,"GANDI-AS-2 Domain name registrar - www.gandi.net, FR",FR,Unknown,False,
AS203523,"SAYHUNNET-AS, TJ",TJ,Unknown,False,
AS203629,"-Reserved AS-, ZZ",,Unknown,False,
AS2037,"CSUFRESNO - California State University at Fresno, US",US,Unknown,False,
AS20372,"GOBIERNOPR-AS - Office of Management and Budget, PR",PR,Unknown,False,
AS203727,"BYON, DE",DE,Unknown,False,
AS20395,"MEDFUSION-LEWISVILLE - Med Fusion, LLC, US",US,Unknown,False,
AS203953,"HIPER, DK",DK,Unknown,False,
AS20401,"HOSTWAY-1 - Ntirety, Inc., US",US,Unknown,False,
AS204196,"ABELOHOST, NL",NL,Unknown,False,
AS204287,"HOSTROYALE_TECHNOLOGIES, IN",IN,Unknown,False,
AS20447,"KITAUJI-NETWORKS - Kitauji Networks LLC, US",US,Unknown,False,
AS204471,"KARSOLINK, IT",IT,Unknown,False,
AS20448,"SCIPIO-TECH-20448 - Peace Communications LLC, US",US,Unknown,False,
AS20450,"THL16-ASN - Trojan Hosting, LLC., US",US,Unknown,False,
AS20454,"SSASN2 - SECURED SERVERS LLC, US",US,Unknown,False,
AS204548,"CLOUDWEBMANAGE-IL-FR, US",US,Unknown,False,
AS2046,"DNIC-AS-02046 - United States Department of Defense DoD, US",US,Unknown,False,
AS204615,"IPFIB-AS, SC",SC,Unknown,False,
AS20464,"HP-POLY - HP Inc., US",US,Unknown,False,
AS204641,"ECOMPUTE, RO",RO,Unknown,False,
AS20473,"AS-VULTR - The Constant Company, LLC, US",US,Unknown,False,
AS20477,"RANDOLPHTELEPHONE - Randolph Telephone Company, US",US,Unknown,False,
AS204770,"CHERRYSERVERS3-AS, LT",LT,Unknown,False,
AS204779,"LOCALNET, FI",FI,Unknown,False,
AS204911,"SYSTEMLOS-AS, DE",DE,Unknown,False,
AS204915,"AWEX, CY",CY,Unknown,False,
AS20495,"WEDARE wd6.NET B.V, NL",NL,Unknown,False,
AS204957,"GREENFLOID-AS, US",US,Unknown,False,
AS205007,"ESERVER-, RS",RS,Unknown,False,
AS205053,"AWEB-ASN, GR",GR,Unknown,False,
AS20510,"NEXUM-AS Hungary, HU",HU,Unknown,False,
AS205100,"F3NETZE, DE",DE,Unknown,False,
AS205119,"TELEKS-, MK",MK,Unknown,False,
AS20523,"Budapest, Hungary, HU",HU,Unknown,False,
AS205235,"LABITAT, DK",DK,Unknown,False,
AS205301,"CONTRUST-SOLUTIONS, MD",MD,Unknown,False,
AS20536,"DIMINTERNET-AS, UA",UA,Unknown,False,
AS205365,"FETZER, DE",DE,Unknown,False,
AS205388,"SERVERDISCOUNTER serverdiscounter.com, DE",DE,Unknown,False,
AS20539,"TCRS-AS Sumy, Ukraine, UA",UA,Unknown,False,
AS205399,"HOSTIGGER, US",US,Unknown,False,
AS205449,"DEVNET, FI",FI,Unknown,False,
AS2055,"LSU - Louisiana State University, US",US,Unknown,False,
AS205544,"LEASEWEB-UK-LON-11, GB",GB,Unknown,False,
AS20571,"EXOMI, FI",FI,Unknown,False,
AS205714,"TELE2HR Telemach Hrvatska d.o.o, HR",HR,Unknown,False,
AS20572,"GIESECKE Prinzregentenstr. 159, DE",DE,Unknown,False,
AS205727,"ARUBAPL-AS, IT",IT,Unknown,False,
AS20576,"GAZSVYAZ 16, Nametkina street, RU",RU,Unknown,False,
AS205766,"UBERSPACE, DE",DE,Unknown,False,
AS20598,"CYBERSPACE-AS Autonomous System number for Cyber Space, IL",IL,Unknown,False,
AS20612,"SWISSIX, CH",CH,Unknown,False,
AS206125,"TIMNET, FI",FI,Unknown,False,
AS206216,"ADVIN-AS, US",US,Unknown,False,
AS20623,"SAFELINES, IL",IL,Unknown,False,
AS206238,"FREEDOMINTERNET, NL",NL,Unknown,False,
AS20626,"SANDNET Sweden, SE",SE,Unknown,False,
AS206264,"AMARUTU-TECHNOLOGY, SC",SC,Unknown,False,
AS206446,"CLOUDLEASE, IL",IL,Unknown,False,
AS2067,"THDOC reseau regional tres haut debit dOccitanie, EU",EU,Unknown,False,
AS20676,"PLUSNET *****************, DE",DE,Unknown,False,
AS20677,"IMOS-AS Alfons-Feifel-Str. 9, DE",DE,Unknown,False,
AS206774,"INETBOLAGET, SE",SE,Unknown,False,
AS206804,"ESTNOC-GLOBAL, EE",EE,Unknown,False,
AS206898,"INSTANCE-GROUP, DK",DK,Unknown,False,
AS20692,"NETGATE-AS Germany, DE",DE,Unknown,False,
AS20708,"SKODA-AUTO Tr. Vaclava Klementa 869, CZ",CZ,Unknown,False,
AS207083,"HOSTSLIM-GLOBAL-NETWORK, EE",EE,Unknown,False,
AS20712,"AS20712 Andrews & Arnold Ltd, GB",GB,Unknown,False,
AS207137,"PACKETHUBSA, PA",PA,Unknown,False,
AS20714,"MERLIN-TELECOM, UA",UA,Unknown,False,
AS207143,"HOSTTECH-AS, CH",CH,Unknown,False,
AS2072,"FR-RENATER-REVE Reseau REVE, EU",EU,Unknown,False,
AS207279,"MARKAHOST-TELEKOMUNIKASYON-LIMITED-SIRKETI MARKAHOST, TR",TR,Unknown,False,
AS20738,"GD-EMEA-DC-LD5, GB",GB,Unknown,False,
AS20740,"MESSEFFM Ludwig-Erhard-Anlage 1, DE",DE,Unknown,False,
AS207408,"SERVINGA-EE, DE",DE,Unknown,False,
AS20742,"AHOL, HU",HU,Unknown,False,
AS207424,"HYNET Hyena Network AS, BE",BE,Unknown,False,
AS20745,"ASCN, IT",IT,Unknown,False,
AS207459,"AS-TEKNOSOS-INT, TR",TR,Unknown,False,
AS20756,"NAMESHIELD, FR",FR,Unknown,False,
AS207560,"VIKHOST, UA",UA,Unknown,False,
AS20765,"Germany, DE",DE,Unknown,False,
AS207656,"EPINATURA, UA",UA,Unknown,False,
AS20766,"GITOYEN-MAIN-AS The main Autonomous System of Gitoyen Paris, France., FR",FR,Unknown,False,
AS20771,"CAUCASUS-CABLE-SYSTEM CCS Autonomous System, GE",GE,Unknown,False,
AS207713,"GIR-AS, RU",RU,Unknown,False,
AS20773,"GODADDY, DE",DE,Unknown,False,
AS207781,"MCL-AS Marcel Menzel, DE",DE,Unknown,False,
AS20791,"BITPOINT-AS, DE",DE,Unknown,False,
AS207916,"VELOCITY1UK, GB",GB,Unknown,False,
AS207990,"HR-CUSTOMER, IN",IN,Unknown,False,
AS207992,"FEELB, FR",FR,Unknown,False,
AS20804,"ASN-TELENERGO ul. PERKUNA 47, WARSZAWA, PL",PL,Unknown,False,
AS208046,"MALIEVA, FR",FR,Unknown,False,
AS208169,"-Reserved AS-, ZZ",,Unknown,False,
AS20820,"ASN-CJD-NET, RO",RO,Unknown,False,
AS208208,"CYBERSE Cyberse GmbH & Co. KG, DE",DE,Unknown,False,
AS208258,"ACCESS2IT Access2.IT Network, NL",NL,Unknown,False,
AS20832,"FUSE2, GB",GB,Unknown,False,
AS208323,"APPLIEDPRIVACY-AS, AT",AT,Unknown,False,
AS20836,"CDLAN-AS Milano, IT",IT,Unknown,False,
AS208367,"CSPACEHOSTINGS, EE",EE,Unknown,False,
AS20845,"DIGICABLE, HU",HU,Unknown,False,
AS20847,"PREVIDER-AS, NL",NL,Unknown,False,
AS208476,"ROOTLINKDIBA, IT",IT,Unknown,False,
AS20853,"ETOP-AS, PL",PL,Unknown,False,
AS20857,"TRANSIP-AS Amsterdam, the Netherlands, NL",NL,Unknown,False,
AS20860,"IOMART-AS, GB",GB,Unknown,False,
AS208621,"LOGICFORGE, GB",GB,Unknown,False,
AS208626,"SERV-TECH, RU",RU,Unknown,False,
AS2088,"FR-RENATER-MAYOTTE Reseau National de telecommunications pour la Technologie, EU",EU,Unknown,False,
AS20880,"TC-TELECOLUMBUS, DE",DE,Unknown,False,
AS2089,"FR-MAN-CAEN FR, EU",EU,Unknown,False,
AS208942,"FIRMA-ZDOROVYE-AS, RU",RU,Unknown,False,
AS20904,"NETPLAZA-AS, FI",FI,Unknown,False,
AS209045,"GENESIS-CLOUD-AS, MT",MT,Unknown,False,
AS209103,"PROTONVPN, CH",CH,Unknown,False,
AS2094,"FR-TELECOM-MANAGEMENT-SUDPARIS Telecom & Management Sud Paris, EU",EU,Unknown,False,
AS20942,"ISP-ASN2, IT",IT,Unknown,False,
AS209424,"FASTSPEED, DK",DK,Unknown,False,
AS20958,"SIGMA-IT-AS, IT",IT,Unknown,False,
AS209582,"GOLDINGER, CH",CH,Unknown,False,
AS20960,"TKTELEKOM-AS, PL",PL,Unknown,False,
AS209605,"HOSTBALTIC, LT",LT,Unknown,False,
AS209641,"I-SERVERS-EAST, GB",GB,Unknown,False,
AS20969,"NOB, NL",NL,Unknown,False,
AS209696,"NILSAT, BG",BG,Unknown,False,
AS209825,"IBNET IBNET ISP AS, UA",UA,Unknown,False,
AS210079,"EUROBYTE, RU",RU,Unknown,False,
AS21008,,,Unknown,False,
AS210083,"PRIVEX, BZ",BZ,Unknown,False,
AS21021,"MULTIMEDIA-AS Cable DTV Internet Voice Provider in Poland., PL",PL,Unknown,False,
AS210218,"OPENFIBER-ITALY, IT",IT,Unknown,False,
AS210226,"WINDCLOUD40-AS, DE",DE,Unknown,False,
AS210278,"SKYIT-BB, IT",IT,Unknown,False,
AS210329,"CLOUDWEBMANAGE-UK-1, US",US,Unknown,False,
AS210352,"YIJIAXU, CN",CN,Unknown,False,
AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",DE,Unknown,False,
AS210630,"-Reserved AS-, ZZ",,Unknown,False,
AS210632,"NOVARA-AS Novara Network, DE",DE,Unknown,False,
AS21064,"OLMAN-COM-AS OLMAN, Metropolitan Area Network commercial AS, PL",PL,Unknown,False,
AS210644,"AEZA-AS, RU",RU,Unknown,False,
AS2107,"ARNES-NET Academic and Research Network of Slovenia, SI",SI,Unknown,False,
AS210731,"DOTSRC, DK",DK,Unknown,False,
AS2108,"CARNET-AS J.Marohnica 5, 10000 Zagreb, HR",HR,Unknown,False,
AS21100,"ITLDC-EU, US",US,Unknown,False,
AS211215,"FIBERNET, FI",FI,Unknown,False,
AS21130,"IOMART-IE, GB",GB,Unknown,False,
AS211301,"UNESTY Unesty Company, DE",DE,Unknown,False,
AS2114,"ESIC, ES",ES,Unknown,False,
AS21140,"FLY-TELECOM-AS, RU",RU,Unknown,False,
AS211409,"PRIMEFILTER, GB",GB,Unknown,False,
AS21159,"NOVOSERVE-GMBH-AS Frankfurt, Germany, NL",NL,Unknown,False,
AS2116,"GLOBALCONNECT-AS2116, NO",NO,Unknown,False,
AS21161,"ASN-BECHTLE Bechtle AG, DE",DE,Unknown,False,
AS211619,"MAXKO, HR",HR,Unknown,False,
AS2117,"Garching, Germany, DE",DE,Unknown,False,
AS211720,"Datashield, Inc., SC",SC,Unknown,False,
AS2118,"RELCOM-AS, CZ",CZ,Unknown,False,
AS211857,"NSHOST, RO",RO,Unknown,False,
AS21188,"UNILEVER-ES-UK, GB",GB,Unknown,False,
AS211882,"AQUILENET, FR",FR,Unknown,False,
AS2119,"TELENOR-NEXTEL Telenor Norge AS, NO",NO,Unknown,False,
AS212027,"PEBBLEHOST, GB",GB,Unknown,False,
AS212050,"DIN-SERVER, DK",DK,Unknown,False,
AS21211,"PENKI-AS LT-01115, Vilnius, LT",LT,Unknown,False,
AS21217,"SAFEHOSTNET Colocation center in Geneva, CH",CH,Unknown,False,
AS212238,"CDNEXT, GB",GB,Unknown,False,
AS21226,"RU-KPTUS, RU",RU,Unknown,False,
AS212263,"AS-ROCKETFIBRE, GB",GB,Unknown,False,
AS21227,"OLIKA Location: Sweden, SE",SE,Unknown,False,
AS212271,"C1V Internet Service Provider in Italy, IT",IT,Unknown,False,
AS212317,"HETZNER-CLOUD3-AS, DE",DE,Unknown,False,
AS21247,"IPSYN-AS, FR",FR,Unknown,False,
AS212477,"ROYALE-AS, NL",NL,Unknown,False,
AS21250,"BAHNHOF Former Tyfon Svenska AB - Sweden, SE",SE,Unknown,False,
AS212508,"LOWHOSTING-AS, IT",IT,Unknown,False,
AS212513,"OSNET-TELEKOM, TR",TR,Unknown,False,
AS21252,"NIKOIL-AS Bank IT Departament, RU",RU,Unknown,False,
AS212520,"DAVID-TATLISU, DE",DE,Unknown,False,
AS212531,"INTERNETO-VIZIJA, LT",LT,Unknown,False,
AS21266,"EESNET-AS, RU",RU,Unknown,False,
AS212663,"REMOTE-ADMIN-AS, PL",PL,Unknown,False,
AS21274,"BAS-NET-AS, BY",BY,Unknown,False,
AS212744,"-Reserved AS-, ZZ",,Unknown,False,
AS21321,"NETUITY-AS, GB",GB,Unknown,False,
AS213230,"HETZNER-CLOUD2-AS, DE",DE,Unknown,False,
AS21325,"TNA, LV",LV,Unknown,False,
AS213250,"ITP-SOLUTIONS, DE",DE,Unknown,False,
AS213277,"ALOJAR, PT",PT,Unknown,False,
AS21334,"ASN-ONE-, HU",HU,Unknown,False,
AS213354,"INTERNATIONAL-HOSTING-SOLUTIONS-AS EU DC route, GB",GB,Unknown,False,
AS21337,"UBBNET, BG",BG,Unknown,False,
AS213373,"IPCONNECT, SC",SC,Unknown,False,
AS2140,"KYN-GTS - Kyndryl, US",US,Unknown,False,
AS21409,"IKOULA, FR",FR,Unknown,False,
AS21412,"CGATES-AS, LT",LT,Unknown,False,
AS214505,"NUCLEARFALLOUT-FRA, US",US,Unknown,False,
AS2147,"PA-AS The Press Association Ltd, EU",EU,Unknown,False,
AS21473,"PFALZKOM Pfalzkom GmbH, DE",DE,Unknown,False,
AS2149,"COGENT-2149 - Cogent Communications, LLC, US",US,Unknown,False,
AS21499,"GODADDY-SXB, DE",DE,Unknown,False,
AS21508,"COMCAST-21508 - Comcast Cable Communications, LLC, US",US,Unknown,False,
AS216063,"TWENTYFOURFIRE, DE",DE,Unknown,False,
AS21607,"LAZERWARE-INC - LAZERWARE INC, US",US,Unknown,False,
AS216071,"VDSINA, AE",AE,Unknown,False,
AS2161,"HPINC - HP Inc., US",US,Unknown,False,
AS21612,"FUNDACAO INSTITUTO OSWALDO CRUZ, BR",BR,Unknown,False,
AS216127,"NUXT-AS, GB",GB,Unknown,False,
AS2162,"HPINC - HP Inc., US",US,Unknown,False,
AS21624,"CYBERLYNK-PHX - Wisconsin CyberLynk Network, Inc., US",US,Unknown,False,
AS216246,"RU-AEZA-AS, RU",RU,Unknown,False,
AS21639,"BCBSLA-ASN - Blue Cross Blue Shield Of Louisiana, US",US,Unknown,False,
AS216398,"HPI, DE",DE,Unknown,False,
AS2164,"HPINC - HP Inc., US",US,Unknown,False,
AS216418,"FSCD-NET, IT",IT,Unknown,False,
AS21773,"AS-PUH - Hostwinds LLC., US",US,Unknown,False,
AS21859,"ZEN-ECN - Zenlayer Inc, US",US,Unknown,False,
AS22047,"VTR BANDA ANCHA S.A., CL",CL,Unknown,False,
AS22152,"OCHS - VTX Telecom, US",US,Unknown,False,
AS22363,"PHMGMT-AS1 - Powerhouse Management, Inc., US",US,Unknown,False,
AS22552,"ESITED - eSited Solutions, US",US,Unknown,False,
AS22558,"VPSDATACENTER - Liquid Web, L.L.C, US",US,Unknown,False,
AS22611,"INMOTION - InMotion Hosting, Inc., US",US,Unknown,False,
AS226111,,,Unknown,False,
AS22612,"NAMECHEAP-NET - Namecheap, Inc., US",US,Unknown,False,
AS2263,"FR-RENATER-IMTA-RENNES IMT Atlantique Bretagne-Pays de la Loire, EU",EU,Unknown,False,
AS22639,"COOPTEL-AS-01 - Cooptel Coop de Telecommunication, CA",CA,Unknown,False,
AS22646,"HARCOM1 - Hargray Communications Group, Inc., US",US,Unknown,False,
AS22720,"RACKSPACE-AUS - Rackspace Hosting, US",US,Unknown,False,
AS22773,"ASN-CXA-ALL-CCI-22773-RDC - Cox Communications Inc., US",US,Unknown,False,
AS22781,"STRTEC - Strong Technology, LLC., US",US,Unknown,False,
AS22903,"EDGE-HOSTING - Databank Holdings, Ltd, US",US,Unknown,False,
AS22987,"BRIGHTRIDGE - BrightRidge, US",US,Unknown,False,
AS22989,"FREEASINFREEDOM - Free Software Foundation, Inc., US",US,Unknown,False,
AS23033,"WOW - Wowrack.com, US",US,Unknown,False,
AS23052,"IHOST-SOLUTIONS-1 - PleskLogin Net, US",US,Unknown,False,
AS23108,"-Reserved AS-, US",US,Unknown,False,
AS23118,"SKYBEST - Skyline Telephone, US",US,Unknown,False,
AS23273,"HOSTP-LA - HostPapa, US",US,Unknown,False,
AS23342,"UNITEDLAYER - Unitedlayer, Inc., US",US,Unknown,False,
AS23352,"SERVERCENTRAL - DEFT.COM, US",US,Unknown,False,
AS23470,"RELIABLESITE - ReliableSite.Net LLC, US",US,Unknown,False,
AS23535,"HOSTROCKET - HostRocket.com, Inc., US",US,Unknown,False,
AS23655,"TWODEGREES-NZ-AS 2degrees Networks Limited, NZ",NZ,Unknown,False,
AS23881,"UDOMAIN-AS-AP UDomain Web Hosting Company Ltd, HK",HK,Unknown,False,
AS23889,"MauritiusTelecom, MU",MU,Unknown,False,
AS23959,"OWL-AS-AP Owl Limited, VU",VU,Unknown,False,
AS23961,"MNI-AS-AP Misaka Network, Inc., US",US,Unknown,False,
AS24220,"HOSTCENTRAL-AS-AP Hostcentral, AU",AU,Unknown,False,
AS24282,"KIR KAGOYA JAPAN Inc., JP",JP,Unknown,False,
AS24381,"BGPE-AS BGP.Exchange, AU",AU,Unknown,False,
AS24482,"SGGS-AS-AP SG.GS, SG",SG,Unknown,False,
AS24549,"LAYER-AS-AP Layerstack Limited, HK",HK,Unknown,False,
AS24558,"AVBIHNET-AS-IN Internet Hosting Service Provider to the Aditya, IN",IN,Unknown,False,
AS24589,"TELENETSIA-AS Telenet AUT-NUM peering specification object, LV",LV,Unknown,False,
AS24611,"DCLUX-AS Datacenter Luxembourg, LU",LU,Unknown,False,
AS2462,"FR-U-ANGERS ASNBLOCK2, EU",EU,Unknown,False,
AS24620,"RTU, LV",LV,Unknown,False,
AS24679,"SSERV-AS, DE",DE,Unknown,False,
AS24725,"ASN-HM UA ccTLD Manager, UA",UA,Unknown,False,
AS24757,"EthioNet-AS, ET",ET,Unknown,False,
AS24768,"ALMOUROLTEC, PT",PT,Unknown,False,
AS24800,"BORNFIBER, DK",DK,Unknown,False,
AS24872,"MAGNUS-AS, UA",UA,Unknown,False,
AS24875,"NOVOSERVE-AS, NL",NL,Unknown,False,
AS24931,,,Unknown,False,
AS24940,"HETZNER-AS, DE",DE,Unknown,False,
AS24953,"ASN-NETPLANET AS MACRO: AS-24953 customers, AT",AT,Unknown,False,
AS24955,"UBN-AS, RU",RU,Unknown,False,
AS24958,"TBSH, GB",GB,Unknown,False,
AS24961,"MYLOC-AS WIIT group IP Backbone, DE",DE,Unknown,False,
AS24971,"MASTER-AS Czech Republic www.master.cz, CZ",CZ,Unknown,False,
AS24997,"GE-CDN-AS, GE",GE,Unknown,False,
AS25048,"DSNET DSNet, GB",GB,Unknown,False,
AS2505,"HEPNET-J High Energy Accelerator Research Organization, KEK, JP",JP,Unknown,False,
AS25052,"OMC-ASN, IL",IL,Unknown,False,
AS25128,,,Unknown,False,
AS2514,"INFOSPHERE NTT PC Communications, Inc., JP",JP,Unknown,False,
AS25163,"NG-NIGERIA-AS, NG",NG,Unknown,False,
AS2519,"VECTANT ARTERIA Networks Corporation, JP",JP,Unknown,False,
AS25260,"QUALITYHOSTING-AS D-63571 Gelnhausen, DE",DE,Unknown,False,
