mx_host,domain_count,primary_asn
ca.loadip.com,2,"AS16276 (OVH, FR)"
mail.spam.observer,2,
mail.edumaili.com,2,"AS16276 (OVH, FR)"
mxa-004bf101.gslb.pphosted.com,2,"AS22843 (PROOFPOINT-ASN-US-EAST - Proofpoint, Inc., US)"
mail.mtempmail.com,2,"AS51167 (CONTABO, DE)"
mail.eldeninfo.xyz,2,"AS45102 (ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN)"
mxa-001bee01.gslb.pphosted.com,2,"AS22843 (PROOFPOINT-ASN-US-EAST - Proofpoint, Inc., US)"
m1.emailowl.com,2,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
fr.priyomail.net,2,"AS16276 (OVH, FR)"
mail.craventry.cfd,2,"AS203446 (AS203446, GB)"
mx2.pub.mailpod12-cph3.one.com,2,"AS51468 (ONECOM, DK)"
mail.shitmail.org,2,"AS16276 (OVH, FR)"
mail.imena.com.ua,2,"AS25393 (MIROHOST, US)"
mx.great-site.net,2,"AS34119 (WILDCARD-AS Wildcard UK Limited, GB)"
mxa-00206402.gslb.pphosted.com,2,"AS26211 (PROOFPOINT-ASN-US-WEST - Proofpoint, Inc., US)"
mx01.cloud.vadesecure.com,2,"AS12876 (Online SAS, FR)"
smtp-in0.prod0.webspace.bz,2,"AS48596 (INWX, DE)"
mx.mailtrap.monster,2,"AS16276 (OVH, FR)"
mail.tmbi.co.uk,2,"AS8560 (IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE)"
mailstream-central.mxrecord.mx,2,"AS13335 (CLOUDFLARENET - Cloudflare, Inc., US)"
mx1.hostinger.mx,2,"AS13335 (CLOUDFLARENET - Cloudflare, Inc., US)"
mail.rediffmailpro.com,2,"AS38224 (REDIFF-AS Rediff.com India Limited, IN)"
srv4.unstablemail.com,2,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mx.mytemp.email,2,"AS60118 (CYBERSMARTSOLUTIONS-AS, RO)"
m02.internetmailserver.net,2,"AS14415 (HOSTCOLLECTIVE - Host Collective, Inc., US)"
gfrault2.hostarmada.net,2,"AS16276 (OVH, FR)"
mx1.pub.mailpod11-cph3.one.com,2,"AS51468 (ONECOM, DK)"
mxb-000e5c18.gslb.pphosted.com,2,"AS22843 (PROOFPOINT-ASN-US-EAST - Proofpoint, Inc., US)"
mx-tnl.mail.saunalahti.fi,2,"AS719 (ELISA-AS ELISA OYJ, FI)"
mx-proxy501.heteml.jp,2,"AS7506 (INTERQ GMO Internet Group, Inc., JP)"
mx.mailwel.com,2,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
gmail-smtp-in.l.google.com,2,"AS15169 (GOOGLE - Google LLC, US)"
mail.elumetra.cfd,2,"AS203446 (AS203446, GB)"
mail.korsarfive.com,2,"AS42861 (FOTONTELECOM-TRANSIT-AS FOTONTELECOM ISP, RU)"
mail.xsandi.id,2,"AS133800 (IDNIC-BIZNETGIO-AS-ID PT Biznet Gio Nusantara, ID)"
mail.floopa.com,2,"AS24940 (HETZNER-AS, DE)"
relay1.netnames.net,2,"AS34922 (NETNAMES, GB)"
forward.yoursrs.com,2,"AS25151 (CYSO-AS, NL)"
mail.tempail.com.tr,2,"AS42846 (GUZELHOSTING GNET INTERNET TELEKOMUNIKASYON A.S., TR)"
mx.maximail.fyi,2,"AS24940 (HETZNER-AS, DE)"
mail.itempmails.com,2,"AS212531 (INTERNETO-VIZIJA, LT)"
west.smtp.mx.exch032.serverdata.net,2,"AS16406 (AS-INTERMEDIA - Intermedia.net, Inc., US)"
ghost.mxroute.com,2,"AS24940 (HETZNER-AS, DE)"
mxa-00a11501.gslb.pphosted.com,2,"AS22843 (PROOFPOINT-ASN-US-EAST - Proofpoint, Inc., US)"
mx.gwsberlin.de,2,"AS3320 (DTAG Internet service provider operations, DE)"
mx-01-eu-central-1.prod.hydra.sophos.com,2,"AS16509 (AMAZON-02 - Amazon.com, Inc., US)"
mx1.changeip.com,2,"AS18403 (FPT-AS-AP FPT Telecom Company, VN)"
mail.gwhc.net,2,"AS6327 (SHAW - Shaw Communications, CA)"
mail.voonoo.net,2,"AS24940 (HETZNER-AS, DE)"
tempemailer.org,2,"AS23352 (SERVERCENTRAL - DEFT.COM, US)"
mailser.temp-mail.gg,2,"AS51167 (CONTABO, DE)"
mx0.mail7.freehost.com.ua,2,"AS42331 (FREEHOST, UA)"
imap.tempemail.co,2,"AS211001 (TTR-GROUP, HK)"
mail.blyxen.org,2,"AS24940 (HETZNER-AS, DE)"
mx2-us1.ppe-hosted.com,2,"AS13916 (PROOFPOINT-UT7 - Proofpoint, Inc., US)"
mx-01-us-west-2.prod.hydra.sophos.com,2,"AS16509 (AMAZON-02 - Amazon.com, Inc., US)"
eforward6.registrar-servers.com,2,"AS22612 (NAMECHEAP-NET - Namecheap, Inc., US)"
mail.lvovs.com,2,"AS24940 (HETZNER-AS, DE)"
smtp01.tempermail.com,2,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mailforward103.cloudns.net,2,"AS205787 (PUBLICLOUD, BG)"
mail.winandoffice.com,2,"AS22612 (NAMECHEAP-NET - Namecheap, Inc., US)"
gishpuppy.com,2,"AS45146 (RAJASA-AS-ID-AP PT. Raja Sepadan Abadi, ID)"
inbound.postmarkapp.com,2,"AS14618 (AMAZON-AES - Amazon.com, Inc., US)"
smtp1.lerelaisinternet.com,2,"AS8362 (245 Boulevard de Tournai, FR)"
mailsec.protonmail.ch,2,"AS62371 (PROTON, CH)"
inbound-smtp.eu-central-1.amazonaws.com,2,"AS16509 (AMAZON-02 - Amazon.com, Inc., US)"
us1.workspace.org,2,"AS965 (WEBHOSTINGHOLDINGS - Webhosting Holdings LLC, US)"
mailhost.spearphish.com,2,"AS16509 (AMAZON-02 - Amazon.com, Inc., US)"
gateway.cliffmail.com,2,"AS197540 (NETCUP-AS netcup GmbH, DE)"
mx8.name.com,2,"AS36351 (SOFTLAYER - IBM Cloud, US)"
primary.yourfilter.nl,2,"AS48635 (CLDIN-NL Your Hosting B.V. part of Your.Online, NL)"
atlas-cz-10mx2.eco-mx.cz,2,"AS43614 (ECONOMIA-, CZ)"
mail.kd2.org,2,"AS16276 (OVH, FR)"
mxwcom.263xmail.com,2,"AS63199 (CDSC-AS1 - CDS Global Cloud Co., Ltd, US)"
imsmx1.netvigator.com,2,"AS4760 (HKTIMS-AP HKT Limited, HK)"
inbound.mail.naiadsystems.com,2,"AS11608 (ATG-11608 - Accretive Networks, US)"
mxw.mxhichina.com,2,"AS45102 (ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN)"
safetymail.info,2,"AS63949 (AKAMAI-LINODE-AP Akamai Connected Cloud, SG)"
mta1.youcan.shop,2,"AS13335 (CLOUDFLARENET - Cloudflare, Inc., US)"
mxa-00496301.gslb.pphosted.com,2,"AS22843 (PROOFPOINT-ASN-US-EAST - Proofpoint, Inc., US)"
mail.gweb.hu,2,"AS16276 (OVH, FR)"
mx-in02.natrohost.com,2,"AS34619 (CIZGI, TR)"
nirvana.admins.ws,2,"AS29239 (I-NETPARTNER-AS, DE)"
freyja.panascais.email,2,"AS34549 (MEER-AS meerfarbig GmbH & Co. KG, DE)"
mail.love-your.mom,2,"AS44486 (SYNLINQ synlinq.de, DE)"
mx1.hostinger.co.id,2,"AS13335 (CLOUDFLARENET - Cloudflare, Inc., US)"
mail.nomorix.cfd,2,"AS203446 (AS203446, GB)"
mail.skyfalled.com,2,"AS214882 (ARENHOST Steven Gusti Hutama, ID)"
mtab.intel.com,2,"AS4983 (INTEL-SC-AS - Intel Corporation, US)"
mx1.netsolmail.net,2,"AS19871 (NETWORK-SOLUTIONS-HOSTING - Network Solutions, LLC, US)"
mx2.intuit.iphmx.com,2,"AS16417 (IRONPORT-SYSTEMS-INC - Cisco Systems Ironport Division, US)"
mail.getnede.com,2,"AS16509 (AMAZON-02 - Amazon.com, Inc., US)"
mail79.conoha.ne.jp,2,"AS7506 (INTERQ GMO Internet Group, Inc., JP)"
whatisakilowatt.com,2,"AS24940 (HETZNER-AS, DE)"
mail.mailinater.com,2,"AS63949 (AKAMAI-LINODE-AP Akamai Connected Cloud, SG)"
mail.mailper.com,2,"AS213230 (HETZNER-CLOUD2-AS, DE)"
niepodam.pl,2,"AS16276 (OVH, FR)"
mailsnails.com,2,"AS16276 (OVH, FR)"
mx1.mail4qa.com,2,"AS60068 (CDN77 _, GB)"
mail.smtpreply.com,2,"AS29028 (COMPUKOS-AS, NL)"
publicms3.mail2world.com,2,"AS17378 (AS17378 - TierPoint, LLC, US)"
mail.tempmailusa.com,2,"AS24940 (HETZNER-AS, DE)"
gulvmoppe.alphacron.de,2,"AS28748 (ALPHACRON-AS AlphaCron Datensysteme, DE)"
mx.maximail.vip,2,"AS24940 (HETZNER-AS, DE)"
mx.postbox.uno,2,"AS214996 (NETCUP, DE)"
mx0.ovh.net,2,"AS16276 (OVH, FR)"
mx001.register.xion.oxcs.net,2,"AS29838 (AMC - Atlantic Metro Communications II, Inc., US)"
email.tdbnet.it,2,"AS12874 (FASTWEB, IT)"
dhmx01.emig.gmx.net,2,"AS8560 (IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE)"
in.arubabusiness.it,2,"AS31034 (ARUBA-ASN, IT)"
e.nm.ru,2,"AS42775 (DSRT-NET, GB)"
mx8.aftermarket.hosting,2,"AS48707 (AS48707-OPS-, PL)"
mailblinker.com,2,"AS47583 (AS-HOSTINGER, CY)"
smtp.mmosolution.org,2,"AS135932 (VNDATA-AS-VN Viet Storage Technology Joint Stock Company, VN)"
mx01.memail.com,2,"AS24940 (HETZNER-AS, DE)"
mx1.morganstanley.com,2,"AS5049 (MORGAN-ASN - Morgan Stanley Group Inc., US)"
mx1.tempmail.world,2,"AS214902 (PFWEBSOLUTIONS, DK)"
mail1.small.pl,2,"AS57367 (ECO-ATMAN-PL ECO-ATMAN-, PL)"
mail.muamail.net,2,"AS50131 (SPARTANHOST, GB)"
mx1.hostinger.fr,2,"AS13335 (CLOUDFLARENET - Cloudflare, Inc., US)"
mx.lsyx.me,2,"AS906 (DMIT - DMIT Cloud Services, US)"
mail.machineitservices.com,2,"AS16276 (OVH, FR)"
eu-smtp-inbound-2.mimecast.com,2,"AS42427 (MIMECAST-UK, GB)"
mail.openlandguide.xyz,2,"AS45102 (ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN)"
pacificlife.mail.protection.outlook.com,2,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mx2.telenet-ops.be,2,"AS6848 (TELENET-AS, BE)"
mx2.hostinger.com,2,"AS13335 (CLOUDFLARENET - Cloudflare, Inc., US)"
mx.enmail.co,2,"AS52148 (ENIXLTD, GB)"
mumara.email,2,"AS400384 (HOSTINGS-HOUSE-US - Hostings House, US)"
redirect.ovh.net,2,"AS16276 (OVH, FR)"
mx2.hc2638-63.iphmx.com,2,"AS16417 (IRONPORT-SYSTEMS-INC - Cisco Systems Ironport Division, US)"
smtp-receiver.re146.dev,2,"AS24940 (HETZNER-AS, DE)"
mx.temp-mailfree.com,2,"AS8888 (XTOM xTom Pty Ltd, AU)"
mail.littlehostingcompany.com,2,"AS24940 (HETZNER-AS, DE)"
escml233z.pjc.com,2,"AS13839 (P1P3R - Piper Sandler Companies, US)"
nak-mail.de,2,"AS16276 (OVH, FR)"
mail.bccto.me,2,"AS63949 (AKAMAI-LINODE-AP Akamai Connected Cloud, SG)"
asl2.h-e-s.de,2,"AS3209 (VODANET International IP-Backbone of Vodafone, DE)"
nguyenngocanhtu.com,2,"AS135918 (DVS-AS-VN VIET DIGITAL TECHNOLOGY LIABILITY COMPANY, VN)"
mail.htom.online,2,"AS132203 (TENCENT-NET-AP-CN Tencent Building, Kejizhongyi Avenue, CN)"
mail.novyrix.cfd,2,"AS203446 (AS203446, GB)"
fwd1.hosts.co.uk,2,"AS8622 (ISIONUK Team Blue Internet Services UK Ltd, GB)"
au-smtp-inbound-1.mimecast.com,2,"AS136792 (MIMECAST-AS-AP Mimecast Australia Pty Ltd, AU)"
server-1762502973.cuiqiu.vip,2,"AS132203 (TENCENT-NET-AP-CN Tencent Building, Kejizhongyi Avenue, CN)"
mail.xcode.ro,2,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mx.altice.prod.cloud.openwave.ai,2,"AS31898 (ORACLE-BMC-31898 - Oracle Corporation, US)"
mail.test1byali.cfd,2,"AS203446 (AS203446, GB)"
mx.targetbyte.com,2,"AS24940 (HETZNER-AS, DE)"
mail.nickstel.com,2,"AS213230 (HETZNER-CLOUD2-AS, DE)"
igw08.site4now.net,2,"AS46844 (SHARKTECH - Sharktech, US)"
pax.zz.de,2,"AS24940 (HETZNER-AS, DE)"
mx01.1and1.com,2,"AS8560 (IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE)"
mx1.smtp.goog,2,"AS15169 (GOOGLE - Google LLC, US)"
smtp.tinyurl.com,2,
mx1.uu.me,2,"AS14618 (AMAZON-AES - Amazon.com, Inc., US)"
mail.priyomail.net,2,"AS24940 (HETZNER-AS, DE)"
mail.pronosoft.com,2,"AS6738 (DRI, FR)"
mx6.name.com,2,"AS36351 (SOFTLAYER - IBM Cloud, US)"
mail.smtp99.com,2,"AS63949 (AKAMAI-LINODE-AP Akamai Connected Cloud, SG)"
dcb4.patternemail.com,2,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mxb.eu.mailgun.org,2,"AS396982 (GOOGLE-CLOUD-PLATFORM - Google LLC, US)"
mx1.evapmail.com,2,"AS16276 (OVH, FR)"
smtp.spamex.com,2,"AS14618 (AMAZON-AES - Amazon.com, Inc., US)"
mail.tempmail.com.tr,2,"AS42846 (GUZELHOSTING GNET INTERNET TELEKOMUNIKASYON A.S., TR)"
mrouterin.brutele.be,2,"AS12392 (ASVOO VOO S.A., BE)"
mx4.mailpod15-cph3.g1i.one.com,2,"AS51468 (ONECOM, DK)"
mail.tempmail.ch,2,"AS24940 (HETZNER-AS, DE)"
mail.tempmail.sk,2,"AS24940 (HETZNER-AS, DE)"
mail.tempmailled.com,2,"AS42846 (GUZELHOSTING GNET INTERNET TELEKOMUNIKASYON A.S., TR)"
mx.sendcloud.org,2,"AS23724 (CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN)"
mx0.email,2,"AS51167 (CONTABO, DE)"
inbound.mx0.in,2,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
177.mailgw.de,2,"AS197540 (NETCUP-AS netcup GmbH, DE)"
mx001.dclux.xion.oxcs.net,2,"AS16276 (OVH, FR)"
mx.post-protect.org,2,"AS13977 (CTELCO - Fidium, US)"
mta7.am0.yahoodns.net,2,"AS26101 (YAHOO-BF1 - Yahoo Holdings Inc., US)"
mail.900k.es,1,"AS16276 (OVH, FR)"
mail.93re.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.944.dog,1,"AS9009 (M247, RO)"
gmail-smtp-in.l.97gmail.com,1,"AS19318 (IS-AS-1 - Interserver, Inc, US)"
9899w.top,1,"AS45102 (ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN)"
99pubblicita.com,1,"AS47583 (AS-HOSTINGER, CY)"
mail.996.run.place,1,"AS16276 (OVH, FR)"
_dc-mx.25a89da950a8.999nudes.com,1,"AS209847 (THE, NL)"
mail.99marks.com,1,"AS63023 (AS-GLOBALTELEHOST - GTHost, US)"
mail.972198405.xyz,1,"AS51167 (CONTABO, DE)"
mail.93rus.myjino.ru,1,"AS8342 (RTCOMM-AS, RU)"
mail.972076222.xyz,1,"AS51167 (CONTABO, DE)"
mail.972076223.xyz,1,"AS51167 (CONTABO, DE)"
mail.972076221.xyz,1,"AS51167 (CONTABO, DE)"
mail.972076224.xyz,1,"AS51167 (CONTABO, DE)"
mail.972198403.xyz,1,"AS51167 (CONTABO, DE)"
mail.972198402.xyz,1,"AS51167 (CONTABO, DE)"
mail.972076225.xyz,1,"AS51167 (CONTABO, DE)"
mx.9oul.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
99alternatives.com,1,"AS5089 (NTL, GB)"
mx01.easyname.eu,1,"AS47692 (NESSUS, AT)"
mail.a99z.com,1,"AS40476 (SCALAHOSTING - Scala Hosting LLC, US)"
mail.a88i.fit,1,"AS22612 (NAMECHEAP-NET - Namecheap, Inc., US)"
mail.a348.cn,1,"AS132203 (TENCENT-NET-AP-CN Tencent Building, Kejizhongyi Avenue, CN)"
mail.aa.earnlivez.net,1,"AS24940 (HETZNER-AS, DE)"
mx.aaamail.online,1,"AS35916 (MULTA-ASN1 - MULTACOM CORPORATION, US)"
mail.aaddweb.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.aallaa.org,1,"AS47583 (AS-HOSTINGER, CY)"
mx1.hc5440-32.iphmx.com,1,"AS16417 (IRONPORT-SYSTEMS-INC - Cisco Systems Ironport Division, US)"
aaronlittles-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mx.aaronboydarts.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.aaru-link.com,1,"AS931 (HYONIX - Hyonix, SG)"
mail.99email.xyz,1,"AS132203 (TENCENT-NET-AP-CN Tencent Building, Kejizhongyi Avenue, CN)"
mx1.9times.club,1,"AS200107 (KL-EXT, CH)"
a.lovepettoys.shop,1,"AS47583 (AS-HOSTINGER, CY)"
mail.a1b31.xyz,1,"AS399646 (DARTNODE - Snaju Development, US)"
mail.99v8.com,1,"AS40476 (SCALAHOSTING - Scala Hosting LLC, US)"
144.217.183.134,1,
mail.a-sound.ru,1,"AS210079 (EUROBYTE, RU)"
mail.a-b.co.za,1,"AS328037 (Elitehost, ZA)"
a1dp.com,1,"AS32475 (SINGLEHOP-LLC - Internap Holding LLC, US)"
a2zure-com.mail.protection.outlook.com,1,
mail.a2qp.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.ab1.pl,1,"AS50599 (Autonomous System for Dataspace P.S.A., PL)"
mail.abbevimals.ru,1,"AS12586 (ASGHOSTNET, DE)"
abdataclassaction-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mx.abcnetworkingu.pl,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.abdomics.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.abecmalis.com,1,"AS12586 (ASGHOSTNET, DE)"
abmmscloud.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.abode.com,1,"AS7922 (COMCAST-7922 - Comcast Cable Communications, LLC, US)"
mx.abonc.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.aber.com,1,"AS63949 (AKAMAI-LINODE-AP Akamai Connected Cloud, SG)"
abogadomall-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.abioolml.ru,1,"AS12586 (ASGHOSTNET, DE)"
abp-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
d250843a.ess.barracudanetworks.com,1,"AS16509 (AMAZON-02 - Amazon.com, Inc., US)"
abshc-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.abomifml.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.abifmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
absolutecarefunerals.com,1,"AS20473 (AS-VULTR - The Constant Company, LLC, US)"
mail.absorptiml.ru,1,"AS12586 (ASGHOSTNET, DE)"
aboutfitness.net,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.absorbemail.com,1,"AS12586 (ASGHOSTNET, DE)"
_dc-mx.1c0c16a30e01.acanadianpharmacy.com,1,"AS22612 (NAMECHEAP-NET - Namecheap, Inc., US)"
mx.abogadosybienesraices.com,1,"AS16509 (AMAZON-02 - Amazon.com, Inc., US)"
mail.acasabianca.com,1,"AS197712 (CDMON sistemes@cdmon.com, ES)"
accentri-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.abysskl.ru,1,"AS12586 (ASGHOSTNET, DE)"
aboodbab.com,1,"AS47583 (AS-HOSTINGER, CY)"
acchroma-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.accidenolml.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.acccmail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.accidenmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.accountabmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.accidentes.art,1,"AS46606 (UNIFIEDLAYER-AS-1 - Unified Layer, US)"
accent.home.pl,1,"AS12824 (HOMEPL-AS, PL)"
mail.acatali.com,1,"AS12586 (ASGHOSTNET, DE)"
academiccommunity.com,1,"AS398101 (GO-DADDY-COM-LLC - GoDaddy.com, LLC, US)"
mail.acadfml.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.accommodemail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.accrementtomail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.accommodate.top,1,"AS16276 (OVH, FR)"
mail.academic.edu.rs,1,"AS16276 (OVH, FR)"
mail.accultura.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.acdcdcmail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.acarmails.ru,1,"AS12586 (ASGHOSTNET, DE)"
acgsearch-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
acexchange-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.acetolml.ru,1,"AS12586 (ASGHOSTNET, DE)"
dalult3.hostarmada.net,1,"AS63949 (AKAMAI-LINODE-AP Akamai Connected Cloud, SG)"
mail.acetylcholininf.com,1,"AS12586 (ASGHOSTNET, DE)"
abo-free.fr.nf,1,"AS16276 (OVH, FR)"
mail.acemail.info,1,"AS47583 (AS-HOSTINGER, CY)"
acipower-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.achieva.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.hooverboe.com,1,"AS24940 (HETZNER-AS, DE)"
mail.absorbenty.pl,1,"AS50840 (AS-HITME, PL)"
mail.acidimail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.acidimail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.acetylcholinesmy.com,1,"AS12586 (ASGHOSTNET, DE)"
amide.acnatu.com,1,"AS16276 (OVH, FR)"
acne-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
ac-malin.fr.nf,1,"AS16276 (OVH, FR)"
mx.acnonline.com,1,"AS29873 (BIZLAND-SD - Newfold Digital, Inc., US)"
acli-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.achromml.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.achromaemail.ru,1,"AS12586 (ASGHOSTNET, DE)"
acornsbristol.com,1,"AS34931 (AWARESOFT, GB)"
acornautism-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.acipensermail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.redrool.com,1,"AS203020 (HOSTROYALE, IN)"
mail.acromiohli.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.acoustoeml.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.acronymemi.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.acropaml.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.activationn.com,1,"AS24940 (HETZNER-AS, DE)"
mail.acroscmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
colo1.acrewgame.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
action1-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.acidimemails.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.acrofkml.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.acromonomail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.acrothoemi.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.acrodermamail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.actinomofmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.acroparemail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.acromimail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.actinfml.com,1,"AS12586 (ASGHOSTNET, DE)"
acquirmail.com,1,"AS213702 (QWINS-LTD QWINS AS-SET: ~ # AS213702:AS-CUSTOMERS, GB)"
mail.actimalary.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.acetylcholgh.ru,1,"AS12586 (ASGHOSTNET, DE)"
adamandeve.co.uk,1,
actarus.infos.st,1,"AS16276 (OVH, FR)"
mail.adaptix.cloud,1,"AS29802 (HVC-AS - HIVELOCITY, Inc., US)"
mail.adamanmail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.adamantoblli.com,1,"AS12586 (ASGHOSTNET, DE)"
_dc-mx.9e10927d5d9a.adaromania.com,1,"AS51167 (CONTABO, DE)"
mx1.adamastore.co,1,"AS200107 (KL-EXT, CH)"
mx.adaraluxury.com,1,"AS31034 (ARUBA-ASN, IT)"
mx.b.locaweb.com.br,1,"AS27715 (Locaweb Servicos de Internet SA, BR)"
mailstore1.addcious.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.adeany.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.adenemail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.adenocmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.adenocmail.com,1,"AS12586 (ASGHOSTNET, DE)"
mail.adenohypli.com,1,"AS12586 (ASGHOSTNET, DE)"
addyoubooks.com,1,"AS20857 (TRANSIP-AS Amsterdam, the Netherlands, NL)"
adelaidecasino-com-au.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.adenoidectmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
mail.addique.com,1,"AS24940 (HETZNER-AS, DE)"
mail.adenorsmail.ru,1,"AS12586 (ASGHOSTNET, DE)"
fm01.absys-online.fr,1,"AS198682 (NETIWAN-AS, FR)"
mail.adip.com,1,"AS8560 (IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE)"
